Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
360076.0,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005.0,WARREN,5134205102.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"ONE MEDICAL CENTER DRIVE FRANKLIN, OH",https://www.atriummedcenter.org/,https://www.atriummedcenter.org/Contact-Us/Phone-Directory/,https://www.atriummedcenter.org/Locations/,True
360098.0,LAKE HEALTH,7590 AUBURN ROAD,CONCORD,OH,44077.0,LAKE,4409539600.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"7590 AUBURN ROAD CONCORD, OH",https://lakehealth.org/,https://lakehealth.org/Locations/TriPoint-Medical-Center,https://lakehealth.org/locations,True
360364.0,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011.0,LORAIN,2166367727.0,Acute Care Hospitals,Voluntary non-profit - Private,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"33300 CLEVELAND CLINIC BLVD AVON, OH",https://my.clevelandclinic.org/locations/avon-hospital,https://my.clevelandclinic.org/locations/rejhc,https://my.clevelandclinic.org/locations/directions/317-avon--richard-e-jacobs-health-center-,True
363306.0,DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404.0,MONTGOMERY,9376413450.0,Childrens,Voluntary non-profit - Private,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"ONE CHILDRENS PLAZA DAYTON, OH",https://www.childrensdayton.org/,https://www.facebook.com/DaytonChildrens/,https://www.facebook.com/DaytonChildrens/?rf=119389744774259,True
370034.0,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,ONE CLARK BASS BOULEVARD,MCALESTER,OK,74501.0,PITTSBURG,9184261800.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"ONE CLARK BASS BOULEVARD MCALESTER, OK",http://www.mrhcok.com/,http://www.mrhcok.com/patients/locations-maps/,http://www.mrhcok.com/helpful-numbers/,True
370222.0,MCBRIDE ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114.0,OKLAHOMA,4054862100.0,Acute Care Hospitals,Physician,True,True,5,,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"9600 NORTH BROADWAY EXTENSION OKLAHOMA CITY, OK",https://www.mcboh.com/,https://www.mcboh.com/patients/hospital/mcbride-orthopedic-hospital,https://www.mcboh.com/patients/clinic/locations,True
390066.0,GOOD SAMARITAN HOSPITAL LEBANON PA,FOURTH AND WALNUT STREETS,LEBANON,PA,17042.0,LEBANON,7172707500.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"FOURTH AND WALNUT STREETS LEBANON, PA",https://www.wellspan.org/offices-locations/hospitals/wellspan-good-samaritan-hospital/,https://www.wellspan.org/offices-locations/other-wellspan-locations/outpatient-surgery-centers/wellspan-surgery-center-at-good-samaritan-hospital/,https://www.yelp.com/biz/good-samaritan-hospital-lebanon-2,True
390079.0,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840.0,BRADFORD,5708886666.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"ONE GUTHRIE SQUARE SAYRE, PA",https://www.guthrie.org/location/guthrie-robert-packer-hospital,https://www.guthrie.org/location/sayre,https://www.ahd.com/free_profile/390079/Guthrie_Robert_Packer_Hospital/Sayre/Pennsylvania/,True
400003.0,HOSPITAL METROPOLITANO DR PILA,2435 LAS AMERICAS AVE,PONCE,PR,733.0,PONCE,7878485600.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"2435 LAS AMERICAS AVE PONCE, PR",https://www.plushcare.com/hospital/hospital-metropolitano-dr-pila/,https://www.medicalrecords.com/hospital/hospital-metropolitano-dr-pila,https://hmdrpila.com/,True
400004.0,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936.0,SAN JUAN,7877586420.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"SERGIO CUEVAS BUSTAMANTE STREET 550 SAN JUAN, PR",https://www.healthcare4ppl.com/hospital/puerto-rico/san-juan/asociacion-hospital-del-maestro-inc-400004.html,https://www.plushcare.com/hospital/asociacion-hospital-del-maestro-inc/,http://www.hospital-data.com/hospitals/DEL-MAESTRO-HOSPITAL-SAN-JUAN.html,True
400005.0,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,PR,791.0,HUMACAO,7878522424.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"CALLE FONT MARTELO #3 HUMACAO, PR",https://www.ratehospitals.com/hospitals/st-thomas/hima-san-pablo-humacao-13527/,http://humacao-pr.hospitalscenter.com/Hima-San-Pablo-Humacao.html,https://www.ahd.com/free_profile/400005/HIMA-San_Pablo_Hospital-Humacao/Humacao/Puerto_Rico/,True
400006.0,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909.0,SAN JUAN,7877232950.0,Acute Care Hospitals,Proprietary,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"PDA. 20 C/ SAN RAFAEL # 1395 FERNANDEZ JUNCOS, PR",http://fernandezjuncos-pr.hospitalscenter.com/Doctors-Center-Hospital-San-Juan.html,https://www.carevues.com/hospitals/3662-doctors-center-hospital-san-juan,http://www.hospital-data.com/hospitals/DOCTORS-HOSPITAL-SANTURCE.html,True
400007.0,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,PR,791.0,HUMACAO,7878520768.0,Acute Care Hospitals,Voluntary non-profit - Private,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"355 AVE FONT MARTELO HUMACAO, PR",http://hryder.org/,https://careskore.com/Ryder-Memorial-Hospital-Inc-Humacao,https://50hospitals.com/Puerto-Rico/Humacao/Ryder-Memorial-Hospital-Inc/,True
400010.0,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,PR,631.0,LARES,7878295010.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"CARR 135 KM 64 2 CASTANER, PR",http://hospitalcastaner.com/,http://stdtestingtreatment.com/hospital-general-de-castaner-inc-at-carretera-129-km-64-2-castaner-pr-631/,https://www.plushcare.com/hospital/hospital-general-de-castaner/,True
