Generic Item Name,National Drug Code, Charge 
INTERFERON ALFA-2B 10 Million Units PWDI,85057102,"$1,079.96 "
INTERFERON ALFA-2B 50000000 intl units PWDI,85053901,"$5,400.50 "
INTERFERON ALFA-2B 6000000 intl units/mL injectable SOLN,85118402,$351.68 
iohexol 240 mg/mL SOLN ((OMNIPAQUE (EQV)),407141238,$0.25 
ipilimumab 5 mg/mL SOLN,3232711,"$2,865.60 "
IPRATROPIUM 0.02% (0.5mg/2.5ml) INHALANT SOLN (Atrovent EQV)) NEB,487980101,$2.25 
IPRATROPIUM 17 mcg/inh AERO (Atrovent),597008717,$39.92 
IPRATROPIUM NASAL 0.03% SPR (Atrovent (EQV)),597008130,$20.59 
IPRATROPIUM nasal 0.06% SPR (Atrovent (EQV)),597008676,$35.29 
IRBESARTAN 150 mg TAB (Avapro (EQV)),87277235,$12.80 
IRINOTECAN 20 mg/mL SOLN (Camptosar (EQV)),703443411,$18.00 
irinotecan liposomal 4.3 mg/mL DSPR,69171039801,$729.00 
iron sucrose 100 mg/50 mL NSS (RCC),517234025,$2.88 
IRON SUCROSE COMPLEX 100 mg/5mL INJ (Venofer),517234010,$28.80 
ISOflurane per 5 minutes (Forane (EQV)),409329201,$0.90 
ISONIAZID 100 mg TAB,555006602,$1.00 
ISONIAZID 300 mg TABLET,555007102,$1.22 
ISOPROTERENOL 0.2 mg/mL SOLN (Isuprel (EQV)),14789001505,"$1,275.30 "
isosorbide DInitrate 10 mg TAB (Isordil (EQV)),904215160,$1.00 
isosorbide DInitrate 2.5 mg TAB ,143176501,$1.00 
isosorbide DInitrate 20 mg TAB (Isordil (EQV)),904215461,$1.00 
isosorbide DInitrate 40 mg ER,64980014401,$2.74 
isosorbide DInitrate 5 mg TAB (Isordil (EQV)),49884002001,$4.10 
isosorbide MONOnitrate 120 mg ER (Imdur (EQV)),62175012937,$2.98 
isosorbide MONOnitrate 15 mg (1/2 of 30 mg) ER (Imdur (EQV)),63739041710,$0.40 
isosorbide MONOnitrate 30 mg ER (Imdur (EQV)),68084043501,$2.61 
isosorbide MONOnitrate 60 mg ER (Imdur (EQV)),59930314403,$1.13 
ISOSULFAN BLUE 50 mg/5 mL INJ (Lymphazurin),63261025021,$622.71 
ISRADIPINE 2.5 mg CAP (Dynacirc (EQV)),16252053901,$4.81 
itraconazole 100 mg CAP (Sporanox),10147170003,$36.41 
ivermectin 3 mg TAB,6003220,$14.90 
IXABEPILONE 2 mg/mL mg PWDI,15191012,$593.73 
K citrate/Na citrate/citric acid 2 mEq/mL (SCN) Oral SOLN,121067716,$40.59 
ketamine 50 mg/mL 1 mL Injectable,99999919803,$54.00 
KETAMINE 500 mg/10mL INJ (50 mg/ml),67457000110,$105.00 
KETAMINE 500 mg/5mL INJ (100 mg/ml) (HIGH CONC),42023013910,$105.00 
ketoconazole 200 mg TAB (NF),93090001,$10.87 
KETOCONAZOLE TOPICAL 2% CREAM (Nizoral (EQV)),168009915,$8.08 
KETOCONAZOLE Topical 2% SHAMPOO (Nizoral (EQV)),781709004,$0.85 
ketorolac 15 mg/mL INJ (Toradol (EQV)),409379301,$3.15 
ketorolac 15 mg/mL INJ (Toradol (EQV)) 15 mg/mL (Peds),409379349,$3.15 
ketorolac 30 mg/mL INJ (Toradol (EQV)),409379549,$3.15 
ketorolac 60 mg/2 mL INJ (Toradol (EQV)),409228761,$7.20 
ketorolac OPH. 0.4% SOLN (Acular LS(EQV)),23927705,$211.10 
ketorolac OPH. 0.5% SOLN (Acular (EQV)),23218103,$77.05 
ketotifen ophthalmic 0.025% SOLN (Zaditor(EQV),65033305,$9.66 
labetalol 100 mg TAB (Trandate (EQV)),60687011401,$1.38 
labetalol 100 mg/20mL INJ  (Trandate (EQV)),17478042020,$6.13 
labetalol 20 mg/4 mL Syringe,61553011781,$17.91 
labetalol 200 mg TAB (Trandate (EQV)),68084045601,$2.12 
labetalol 50 mg (1/2 of 100 mg) TAB,172436460,$1.82 
lacosamide 10 mg/mL ORAL Sol (Vimpat),131541070,$4.81 
lacosamide 100 mg tablet (VIMPAT (EQV)),131247835,$47.84 
lacosamide 200 mg TAB (Vimpat),131248035,$47.68 
lacosamide 200 mg/20 mL Inj (Vimpat),131181067,$11.81 
lacosamide 50 mg TAB (Vimpat),131247735,$28.79 
LACTASE 9000 units TAB Chewable (Lactaid (EQV)),904590887,$1.00 
LACTATED RINGERS 1000 mL SOLN (IV),264775000,$0.01 
LACTATED RINGERS 500 mL SOLN (IV),264775010,$0.05 
LACTOBACILLUS ACIDOPHILUS - CAP (CULTURELLE 10B CELL),182001301,$0.11 
LACTOBACILLUS acidophilus GRANULES (Floranex (EQV)),8290236712,$3.42 
LACTULOSE 20 g ORAL PWDR (Kristalose (EQV) Packet,66220072930,$33.00 
LACTULOSE 20 gm/30 mL SYRUP,50383077931,$0.17 
LACTULOSE for enema 200 gm/300 mL,182607240,$0.11 
lamiVUDine 10 mg/mL SOLN (Epivir),49702020548,$1.98 
lamiVUDine 150 mg TAB (Epivir (EQV)),173047001,$31.49 
lamiVUDine-zidovudine 150 mg-300 mg TAB (Combivir),173059500,$68.27 
lamoTRIgine 100 mg TAB (Lamictal (EQV)),173064255,$55.67 
lamoTRIgine 200 mg TAB (Lamictal (EQV)),173064460,$66.42 
lamoTRIgine 25 mg TAB (Lamictal (EQV)),173063302,$48.74 
lamoTRIgine 50 mg (1/2 of 100 mg) TAB,173064299,$24.08 
LANOLIN  TOPICAL - OINT,574004316,$0.23 
Lanreotide  120 mg/0.5 mL Depot (Somatuline) Inj,15054112003,"$24,331.50 "
lansoprazole 3 mg/mL SUSP (Prevacid (EQV)),65628008003,$1.99 
LANSOPRAZOLE 30 mg TAB Disintegrating (Prevacid),300154430,$17.80 
LATANOPROST OPH. 0.005% SOLN (Xalatan),17478062512,$30.85 
leflunomide 20 mg TAB (Arava),23155004403,$25.83 
LEPIRUDIN 50 mg INJ (Refludan),50419015057,"$2,422.10 "
L-E-T (Lidocaine-Epinephrine-Tetracaine),99999992628,$18.68 
L-E-T (Lidocaine-Epinephrine-Tetracaine) Topical Solution,63233049505,$2.62 
LETROZOLE 2.5 mg TAB (Femara),78024915,$105.31 
LEUCOVORIN 20 mg/mL PWDI IVPB,55390081810,$16.20 
LEUCOVORIN 5 mg TAB,54449613,$18.66 
LEUPROLIDE 11.25 mg depot INJ (Lupron Depot)(Female Only),74228203,"$9,625.95 "
LEUPROLIDE 22.5 mg depot INJ (Eligard)(Male Only),74334603,"$3,374.66 "
LEUPROLIDE 3.75  mg depot INJ (Lupron Depot)(Female Only),300364101,"$2,926.62 "
leuprolide 3.75 mg for breast cancer,74364103,"$5,386.05 "
LEUPROLIDE 7.5 mg depot INJ (Eligard)(Male Only),300364201,$600.39 
LEVALBUTEROL 0.31 mg/3 mL INHALANT SOLN (Xopenex (EQV)),43598041225,$8.52 
LEVALBUTEROL 0.63 mg/3 mL INHALANT SOLN (Xopenex (EQV)),43598041025,$2.58 
LEVALBUTEROL 1.25 mg/0.5 mL INHALANT SOLN (Xopenex (EQV)),378968244,$8.87 
levETIRAcetam 10 mg/mL INJ (SCN/PEDS),409188602,$24.75 
levETIRAcetam 100 mg/mL LIQ (Keppra (EQV)),16714035801,$0.54 
levETIRAcetam 250 mg TAB (Keppra (EQV)),68084033601,$2.25 
levETIRAcetam 500 mg ER Tab,228441706,$3.64 
levETIRAcetam 500 mg TAB (Keppra (EQV)),50474059540,$36.00 
levETIRAcetam 500 mg/100 mL-NaCl 0.82% SOLN (KEPPRA (EQV)),67457025510,$0.75 
levETIRAcetam 500 mg/5mL INJ (Keppra),50474000263,$44.14 
levETIRAcetam 750 mg TAB (Keppra (EQV)),50474059640,$48.78 
LEVOBUNOLOL OPH. 0.25% SOLN (Betagan (EQV)),24208054505,$9.00 
LEVOCARNITINE 100 mg/mL Solution,50383017104,$4.23 
LEVOfloxacin  250 mg/50 mL PREMIX IV (Levaquin),45006701,$1.64 
LEVOfloxacin 250 mg Tablet (Levaquin),45152010,$52.83 
LEVOfloxacin 500 mg TAB (Levaquin),45152510,$55.09 
LEVOfloxacin 500 mg/100 mL PREMIX IV (Levaquin),45006801,$1.81 
LEVOfloxacin 750 mg TAB (Levaquin),50458093010,$253.09 
LEVOfloxacin 750 mg/150 mL PREMIX IV (Levaquin),45006601,$1.45 
LEVONORGESTREL 1.5 mg TAB (Plan B One Step),68180085313,$145.13 
levonorgestrel 52 mg DEV,23585801,"$3,079.71 "
levothyroxine  88 mcg (0.088 mg) TAB (Synthroid (EQV)),456032901,$1.00 
levothyroxine 10 mcg/mL (SCN) INJ,20000000052,$4.50 
levothyroxine 100 mcg (0.1 mg) INJ (Synthroid (EQV)),63323064907,$229.50 
levothyroxine 100 mcg (0.1 mg) TAB (Synthroid (EQV)),456032301,$1.19 
levothyroxine 112 mcg (0.112 mg) TAB (Synthroid (EQV)),456033001,$1.40 
levothyroxine 12.5 mcg (1/2 of 25 mcg) (0.025 mg) TAB,527134101,$1.79 
levothyroxine 125 mcg (0.125 mg) TAB (Synthroid (EQV)),456032401,$1.40 
levothyroxine 137 mcg (0.137 mg) TAB (Synthroid (EQV)),456033101,$1.00 
levothyroxine 150 mcg (0.15 mg) TAB (Synthroid (EQV)),456032501,$1.44 
levothyroxine 175 mcg (0.175 mg) TAB (Synthroid (EQV)),456032601,$1.88 
Levothyroxine 20 mcg/ml (SCN/PEDS) Inj,63323064999,$4.50 
levothyroxine 200 mcg (0.2 mg) INJ (Synthroid (EQV)),55390088010,$101.25 
levothyroxine 25 mcg (0.025 mg) TAB (Synthroid (EQV)),456132001,$1.00 
levothyroxine 50 mcg (0.05 mg) TAB (Synthroid (EQV)),456032101,$1.05 
levothyroxine 62.5 mcg (1/2 of 125 mcg) TAB,456132400,$2.07 
levothyroxine 75 mcg (0.075 mg) TAB (Synthroid (EQV)),456032201,$1.16 
levothyroxine Syrup 25 mcg/mL (SCN),20000000050,$2.25 
LIDOCAINE / PRILOCAINE Topical CREAM (Emla EQV)),186151503,$3.38 
LIDOCAINE 0.5% INJ PF (Xylocaine MPF (EQV))  50ml,409427801,$0.35 
LIDOCAINE 0.5%-EPINEPHRINE 1:200000 INJ MDV (Xylocaine w Epi (EQV) 50ml,409317701,$0.31 
lidocaine 1% BUFFERED MDV 55 mL,63323048520,$0.41 
lidocaine 1% INJ 2 ml vial,409471332,$3.42 
LIDOCAINE 1% INJ 20 mL MDV (Xylocaine EQV)),63323020110,$0.81 
LIDOCAINE 1% INJ 50 mL MDV (Xylocaine (EQV)),409427602,$0.11 
LIDOCAINE 1% INJ PF 30 mL TTop INJ,409427001,$1.16 
LIDOCAINE 1% INJ PF 5 mL (Xylocaine MPF (EQV)),55150015974,$1.20 
LIDOCAINE 1%-EPINEPHRINE 1:100000 INJ MDV (Xylocaine w Epi (EQV)),409317803,$0.32 
LIDOCAINE 1%-EPINEPHRINE 1:200000 INJ PF (30 mL)(Xylocaine w Epi MPF (EQV)),63323048731,$1.68 
LIDOCAINE 100 mg Syringe,409132305,$2.48 
LIDOCAINE 2 grams/250 mL D5W PREMIX SOLN,264959820,$0.36 
LIDOCAINE 2 grams/500 mL D5W PREMIX SOLN,264959410,$0.06 
lidocaine 2% BUFFERED MDV 55 mL,38,$0.41 
LIDOCAINE 2% INJ 20 ml MDV (Xylocaine EQV)),409427701,$0.47 
lidocaine 2% INJ 2ml vial,63323020202,$4.96 
LIDOCAINE 2% INJ PF 10ml (Xylocaine MPF (EQV)),409428202,$1.71 
lidocaine 2% Inj 10 mL MDV,63323048617,$8.02 
LIDOCAINE 2% MDV INJ (50 mL),409427702,$0.43 
lidocaine 2% preservative-free SOLN,409206605,$2.21 
LIDOCAINE 2% TOPICAL 30 mL GEL (Xylocaine Jelly),17478071130,$1.69 
LIDOCAINE 2% Uro-Ject 10 mL JEL,76329301305,$3.23 
LIDOCAINE 2% Uro-Ject 20 mL JEL,548301500,$1.95 
lidocaine 2% w EPI (1:100000)  BUFFERED MDV 55 mL,39,$0.41 
LIDOCAINE 2%-EPINEPHRINE 1:100000 INJ (2 mL)(Dental),50227103005,$1.11 
LIDOCAINE 2%-EPINEPHRINE 1:100000 INJ MDV (50ml)  (Xylocaine w EPI (EQV)),409318201,$0.68 
LIDOCAINE 2%-EPINEPHRINE 1:200000 INJ PF (20 mL) (Xylocaine w Epi MPF (EQV)),186012212,$6.48 
lidocaine 3%-phenylephrine 0.25% nasal spray,99999999990, $-   
LIDOCAINE 4% 5 mL SOLUTION,409428301,$3.90 
LIDOCAINE 4% Topical  SOLN (50 mL),603139447,$0.37 
lidocaine 4% TOPICAL PATCH,46581083006,$5.63 
LIDOCAINE 5% in dextrose 7.5% INJ (2 mL),409471201,$18.76 
LIDOCAINE 5% TOPICAL PATCH (Lidoderm (EQV)),378905593,$36.99 
LIDOCAINE 50 mg Syringe,409490434,$8.08 
LIDOCAINE topical 2% Jelly 5 gm,25021067376,$4.92 
LIDOCAINE topical 4% (Laryngojet),548630000,$8.78 
LIDOCAINE Topical 4% CREAM,43199004050,$4.46 
LIDOCAINE topical 5% ointment,50383093355,$7.24 
LIDOCAINE VISCOUS 2% Oral SOLN (Xylocaine (EQV)),50383077517,$0.30 
linagliptin 5 mg tablet,597014061,$44.73 
lincomycin 300 mg/mL INJ,9055501,$75.29 
LINEZOLID 600 mg TAB (Zyvox),60505436202,$13.50 
LINEZOLID IN D5W 600 mg/300 mL Premix (Zyvox),9514001,$1.58 
LIOTHYRONINE 10 mcg/mL INJ (Triostat (EQV)),39822015101,"$1,910.07 "
LIOTHYRONINE 25 mcg TAB (Cytomel (EQV)),60793011601,$8.64 
LIOTHYRONINE 5 mcg TAB (Cytomel (EQV)),574022001,$3.14 
LISINOPRIL 10 mg TAB (Prinivil (EQV)),68084006101,$1.00 
LISINOPRIL 2.5 mg TAB (Prinivil (EQV)),68180051201,$1.00 
LISINOPRIL 20 mg TAB (Prinivil (EQV)),68084006201,$1.32 
LISINOPRIL 5 mg TAB (Prinivil (EQV)),68084006001,$1.00 
LITHIUM CARBONATE 150 mg CAP,68462022001,$0.67 
LITHIUM CARBONATE 225 mg (1/2 of 450 mg) TAB ER,54002025,$2.14 
LITHIUM CARBONATE 300 mg CAP,904613660,$0.22 
LITHIUM CARBONATE 300 mg ER (Lithobid (EQV)),68462022301,$1.85 
LITHIUM CARBONATE 300 mg/5 mL ORAL Solution,68094075762,$1.19 
LITHIUM CARBONATE 450 mg TAB ER (Eskalith CR (EQV)),68084054801,$2.78 
loperamide 1 mg/5 mL LIQ (Imodium (EQV)),50383061806,$1.32 
loperamide 2 mg CAP,378210001,$1.65 
loperamide 2mg/10ml LIQ (Imodium (EQV)),50383061811,$0.74 
lopinavir-ritonavir 200 mg-50 mg (Kaletra) TAB,74679922,$34.57 
lopinavir-ritonavir 80 mg-20 mg/ mL LIQ (Kaletra),74395646,$12.96 
loratadine 10 mg TAB (Claritin (EQV)),68084024801,$1.31 
LORazepam (PEDS) 2 mg/mL INJ (Ativan (EQV)),409198505,$9.06 
LORazepam 0.5 mg TAB (Ativan (EQV)),228205710,$1.00 
LORazepam 1 mg TAB (Ativan (EQV)),68084008901,$1.52 
LORazepam 1 mg/mL (SCN/PEDS) Inj,10019010501,$4.50 
LORazepam 1 mg/mL 10 mL (PEDS) Infusion,409198530,$1.13 
LORazepam 1 mg/mL 3 mL (PEDS) Infusion,409678002,$1.17 
LORazepam 100 mg/100 mL,61553041196,$1.82 
LORazepam 2 mg TAB (Ativan (EQV)),228206310,$1.00 
LORazepam 2 mg/mL INJ (Ativan (EQV)),10019010201,$3.72 
LORazepam 2 mg/mL ORAL CONC (Ativan (EQV)),50383070530,$5.34 
LORazepam 20 mg/10 mL INJ (Ativan (EQV)),409198510,$13.50 
LORazepam 20 mg/66 mL Premix,10019010502,$3.38 
LORazepam 4 mg/mL INJ (Ativan (EQV)),409153931,$16.20 
LORazepam infusion 80 mg/80 mL D5W Premix,641605010,$1.07 
LOSARTAN 12 .5 mg (1/2 of 25 mg) TAB,6095199,$6.98 
LOSARTAN 25 mg TAB (Cozaar (EQV)),6095158,$7.02 
LOSARTAN 50 mg TAB (Cozaar (EQV)),6095228,$10.86 
LOTEPREDNOL oph. 0.5% SUSP. (Lotemax),24208029905,$186.87 
LOXAPINE 5 mg CAP (LOXITANE (EQV)),378700501,$2.66 
LUBIPROSTONE 24 mcg CAP (Amitiza),64764024060,$24.77 
LUGOL's Sol (Strong Iodine) Solution,48433023015,$6.93 
lurasidone 120 mg TAB (Latuda),63402031230,$138.11 
lurasidone 20 mg (1/2 of 40 mg) TAB (Latuda),63402060210,$92.52 
lurasidone 40 mg TAB (Latuda),63402030430,$92.52 
lurasidone 60 mg (1/2 of 120 mg)TAB (Latuda),63402030630,$92.52 
lurasidone 80 mg TAB (Latuda),63402030810,$92.52 
MAGNESIUM CITRATE Liquid,395060010,$0.05 
MAGNESIUM HYDROXIDE Suspension (Milk of Mag),121043130,$0.22 
MAGNESIUM OXIDE 200 mg (1/2 of 400 mg) TAB,50520000602,$1.00 
MAGNESIUM OXIDE 400 mg TAB (Mag-OX (EQV)),165002241,$1.00 
magnesium sulfate 1 gm/100ml PREMIX IV (8mEq),409672723,$0.34 
magnesium sulfate 10 mg/mL (PEDS) IVPB,63323010801,$4.50 
magnesium sulfate 2 gm/50mL Premix IVPB (16meq),409672924,$1.31 
magnesium sulfate 20 g/500mL-sterile water SOLN,409672903,$0.05 
magnesium sulfate 4 Grams/100 mL PREMIX IV (32 mEq),409672923,$0.31 
magnesium sulfate 40 Grams/1000 mL PREMIX IV SOLN,409672909,$0.30 
magnesium sulfate 50% 10 mL INJ VIAL,517261025,$0.62 
magnesium sulfate INJ 50% 2 mL,517260225,$2.85 
magnesium sulfate- powder (Epsom Salts (EQV)),49348001875,$0.01 
MANGANESE 0.1 mg/mL SOLN,409409101,$11.72 
mannitol 20% IVPB 500 mL,264757810,$0.15 
mannitol 20% PREMIX IV SOLN (500 mL),409771503,$0.20 
mannitol 25% 12.5 gm/50mL INJ,63323002425,$0.37 
MAPROTILINE 25 mg TAB (Ludiomil (EQV)),378006001,$4.15 
maraviroc 300 mg TAB,69080860,$110.79 
MEASLES/MUMPS/RUBELLA VIRUS VACCINE - Powder for Injection,6474900,$252.23 
MECHLORETHAMINE 1 mg/mL Powder for Injection,67386091151,$837.68 
MECLIZINE 12.5 mg TAB  (Antivert (EQV)),65162044110,$1.29 
MECLIZINE 25 mg TAB (Antivert (EQV)),65162044210,$1.57 
medium chain triglycerides (SCN/PEDS) OIL,87036513,$7.34 
medroxyPROGESTERone 10 mg TAB (Provera (EQV)),59762374202,$1.30 
medroxyPROGESTERone 150 mg/mL Depo-INJ(Depo-Provera),9074630,$716.76 
medroxyPROGESTERone 2.5 mg TAB (Provera (EQV)),59762374001,$3.35 
MEGESTROL 20 mg TAB (Megace (EQV)),54460325,$1.28 
MEGESTROL 40 mg TAB (Megace (EQV)),904357160,$3.26 
MEGESTROL 400 mg/10mL ORAL SUSP (Megace (EQV)),49884090738,$4.21 
melatonin 0.5 mg (1/2 of 1 mg) TAB,74312002832,$1.00 
melatonin 3 mg TABLET,74312079010,$1.00 
MELOXICAM 7.5 mg TAB (Mobic (EQV)),61442012601,$1.00 
MELPHALAN 2 mg TAB (Alkeran),173004535,$31.95 
MELPHALAN 50 mg PWDI  (Alkeran),59572030101,"$7,037.64 "
MEMANTINE 10 mg TAB (Namenda),60687018457,$3.31 
MEMANTINE 5 mg TAB (Namenda),55111059660,$1.88 
MENACTRA meningococcal (Diphtheria Conjugate) INJ,49281058901,$432.00 
meningococcal conjugate quadrivalent vaccine (MENVEO (EQV)),46028020801,$363.87 
meningococcal group B vaccine recombinant OMV adjuvanted SUSP (BEXSERO EQV)),46028011402,"$1,206.00 "
MENOMUNE - meningococcal polysaccharide vaccine INJ,49281048901,$632.97 
MENTHOL-ZINC OXIDE TOPICAL OINT (Calmoseptine (EQV)),799000103,$0.24 
MEPERIDINE 100 mg/mL INJ (Demerol (Eqv)),409118069,$23.76 
MEPERIDINE 25 mg/mL INJ (Demerol (EQV)),409117630,$24.53 
MEPERIDINE 50 mg/mL INJ (Demerol (EQV)),409125301,$15.12 
MEPERIDINE 75 mg/mL INJ (Demerol (EQV)),409117930,$23.76 
MEPIVACAINE 1% INJ 50ml MDV (Polocaine (EQV)),186041001,$1.34 
MEPIVACAINE 1% PF INJ (Polocaine (EQV)),409103630,$0.76 
MEPIVACAINE 2% INJ 50ml MDV (Polocaine EQV)),186042001,$0.99 
MEPIVACAINE 2% PF INJ ,409106720,$1.73 
mepolizumab 100 mg PWDI,173088101,"$12,111.30 "
meprobamate 200 mg TAB,55111064001,$5.46 
MERCAPTOPURINE 50 mg TAB (Purinethol),68084032521,$7.50 
meropenem 1 gm INJ,310032130,$332.21 
meropenem 1 gm/100 mL NSS AddEase,310032115,$223.83 
Meropenem 50 mg/ml (SCN/PEDS) Inj,63323050799,$4.50 
meropenem 500 mg INJ,63323050721,$29.77 
meropenem 500 mg/100 mL NS AddEase,310032520,$111.92 
mesalamine 1000 mg SUPP (Canasa (EQV)),58914050156,$133.34 
mesalamine 250 mg CAP SR (PENTASA (EQV)),54092018980,$3.33 
mesalamine 4 g/60 mL ENEMA (Rowasa (EQV)),62559042007,$1.10 
mesalamine 400 mg DR Capsule (Delzicol),430075327,$13.36 
MESNA 100 mg/mL INJ,63323073311,$4.50 
metFORMIN 250 mg (1/2 of 500 mg) TAB,63739029910,$1.00 
metFORMIN 425 mg (1/2 of 850 mg) TAB,63739030010,$1.00 
metFORMIN 500 mg ER (Glucophage-XR (EQV)),87606313,$4.99 
metFORMIN 500 mg Tablet (Glucophage (EQV)),62584025901,$1.00 
metFORMIN 850 mg Tablet (Glucophage (EQV),87607005,$7.55 
METHACHOLINE 100 mg PWDR,64281010006,$198.00 
methadone 10 mg TAB,406577162,$1.71 
methadone 10 mg/mL Oral CONC,54355344,$3.35 
methadone 5 mg TAB,54855324,$1.51 
methadone infusion 100 mg/100 mL - NaCl 0.9%,67457021720,$4.01 
METHAZOLAMIDE 25 mg TAB,574079001,$15.03 
METHAZOLAMIDE 50 mg TAB,48102010101,$30.41 
METHIMAZOLE 10 mg TAB (Tapazole (EQV)),68084027601,$2.05 
methIMAzole 2.5 mg (1/2 of 5 mg) TAB,49884064005,$1.00 
METHIMAZOLE 5 mg TAB (Tapazole (EQV)),68084027501,$1.65 
METHOCARBAMOL 100 mg/mL SOLN (Robaxin (EQV)),60977015001,$15.75 
METHOCARBAMOL 250 mg (1/2 of 500 mg) TAB,63739016615,$1.04 
METHOCARBAMOL 500 mg TAB (Robaxin (EQV)),62584078001,$1.00 
methohexital 50 mg/5 mL Syringe,61553014470,$59.22 
METHOHEXITAL 500 mg INJ (Brevital (EQV)),42023010501,$278.69 
METHOTREXATE 2.5 mg TAB,42291059401,$4.28 
METHOTREXATE 25 mg/mL PF INJ,55390003410,$2.25 
METHYL SALICYLATE - MENTHOL TOPICAL - CREAM (Ben Gay (EQV)),713028304,$0.33 
METHYLCELLULOSE 500 mg TAB (CITRUCEL (EQV)),135019902,$1.00 
methylDOPA 250 mg TAB (Aldomet (EQV)),93293101,$1.12 
methylDOPA 250 mg/ 100 mL D5W (Aldomet (EQV)) AddEase,517890510,$39.69 
methylDOPA 250 mg/5mL INJ (Vial)  (Aldomet (EQV)),517890501,$9.90 
methylene blue 10 mg/mL Inj 1 mL,17478050401,$67.44 
METHYLENE BLUE 100 mg/10mL SOLN,17478050410,$66.09 
methylene blue 5 mg/mL SOLN,517037405,$679.50 
methylERGONOVINE 0.2 mg TAB (Methergine (EQV)),43386014007,$105.43 
methylERGONOVINE 0.2 mg/mL SOLN (Methergine (EQV)),78005303,$32.22 
methylnaltrexone 12 mg/0.6 mL INJ (Relistor),65649055102,$471.63 
methylnaltrexone 8 mg/0.4 mL INJ (Relistor),65649055204,$736.94 
methylPHENIDATE 10 mg TAB (Ritalin (EQV)),53014053007,$3.67 
methylPHENIDATE 5 mg TAB (Ritalin (EQV)),406112101,$1.00 
methylPREDNISOLONE (DEPO) 40 mg/mL inj. susp. (Depo-Medrol (EQV)),9307301,$37.26 
methylPREDNISOLONE (DEPO) 80 mg/mL  inj. susp.  (Depo-Medrol (EQV)),9347522,$84.60 
methylPREDNISolone 1 g/250 mL NS,63323026530,$150.39 
methylPREDNISOLONE 1 gm INJ (Solumedrol (EQV)),63323026530,$173.25 
methylPREDNISOLONE 1 mg (1/2 of 2 mg) TAB,54868495200,$2.48 
methylPREDNISOLONE 125 mg INJ (Solumedrol (EQV)),9019009,$15.66 
methylPREDNISOLONE 16 mg TAB (Medrol (EQV)),9007301,$22.78 
methylPREDNISOLONE 2 gm INJ,9079601,$305.37 
methylPREDNISOLONE 2 mg TAB (Medrol (EQV)),9004902,$3.47 
methylPREDNISOLONE 4 mg TAB (Medrol (EQV)),59762332702,$1.52 
methylPREDNISOLONE 4 mg TAB Dose Pack (Medrol (EQV)),603459315,$5.66 
methylPREDNISOLONE 40 mg INJ (Solumedrol (EQV)),9011319,$14.92 
methylPREDNISolone 40 mg/mL INJ (PEDS),9003932,$22.09 
methylPREDNISOLONE 500 mg INJ (Solumedrol (EQV)),9075801,$84.96 
metoclopramide (ODT) 10 mg DT (Metozolv),65649043202,$5.45 
metoclopramide 0.5 mg/mL (SCN/PEDS) Inj,50000000030,$2.25 
metoclopramide 1 mg/ml (SCN) Inj,409341499,$4.50 
metoclopramide 10 mg TAB (Reglan (EQV)),68084000901,$1.00 
metoclopramide 10 mg/10 mL ORAL SYRUP,121157610,$0.27 
metoclopramide 5 mg TAB (Reglan (EQV)),63739048110,$1.00 
metoclopramide 5 mg/mL inj (PEDS),409341461,$0.72 
metoclopramide 5 mg/mL INJ (Reglan (EQV)),10019045002,$1.14 
METOLAZONE 2.5 mg TAB (Zaroxolyn (EQV)),378617201,$4.96 
METOLAZONE 5 mg TAB (Zaroxolyn (EQV)),378617301,$8.48 
metoprolol 100 mg TAB (Lopressor (EQV)),57664016718,$1.00 
metoprolol 100 mg TAB ER (Toprol-XL (EQV)),68084030101,$6.29 
metoprolol 12.5 mg TAB ER(Toprol-XL (EQV)) (1/2 of 25 mg),63739040510,$1.00 
metoprolol 12.5 mg(1/2 of 25 mg) TAB,378001801,$1.00 
metoprolol 25 mg TAB (Lopressor (EQV)),62584026501,$1.00 
metoprolol 25 mg TAB ER (Toprol-XL (EQV)),68084030301,$4.82 
metoprolol 50 mg TAB (Lopressor (EQV)),62584026601,$1.00 
metoprolol 50 mg TAB ER(Toprol-XL (EQV)),68084030401,$4.77 
metoprolol 5mg/5ml INJ (Lopressor (EQV)),63323066005,$1.09 
metoprolol 6.25 mg (1/4 of 25 mg) TAB,63304057901,$1.00 
metroNIDAZOLE 0.75% Vaginal gel,781707787,$8.57 
metroNIDAZOLE 125 mg (1/2 of 250 mg) TAB,904145360,$1.00 
metroNIDAZOLE 250 mg Tablet (Flagyl (EQV)),68084013001,$3.11 
metroNIDAZOLE 5 mg/mL (PEDS/SCN) INJ,264553599,$0.05 
metroNIDAZOLE 500 mg TAB (Flagyl (EQV)),591521505,$2.48 
metroNIDAZOLE 500 mg/100 mL IVPB (Flagyl (EQV)),264553532,$0.10 
metroNIDAZOLE Oral Liquid 500 mg/10 mL,82,$0.23 
metroNIDAZOLE Oral Susp 50 mg/mL,99990999000,$90.00 
metroNIDAZOLE Topical 0.75% GEL (Metrogel (EQV)),168027545,$14.90 
MEXILETINE 150 mg CAP (Mexitil (EQV)),93873901,$5.82 
MEXILETINE 200 mg CAP (Mexitil (EQV)),54569478900,$2.35 
micafungin  INJ,469321110,$68.81 
MICONAZOLE 100 mg VAG SUPP (Monistat-7 (EQV)),49348083361,$3.94 
