FIM DESCRIPTION,LH PRICE
OR LEV VII 13.5 HR,81066
OR LEV VII 14.0 HR,84052
OR LEV VII 14.5 HR,87038
OR LEV VII 15.0 HR,90024
OR LEV VII 15.5 HR,93010
OR LEV VII 16.0 HR,95996
OR LEV VII 16.5 HR,98982
OR LEV VII 17.0 HR,101968
OR LEV VII 17.5 HR,104954
OR LEV VII 18.0 HR,107940
OR LEV VII 18.5 HR,110926
OR LEV VII 19.0 HR,113912
OR LEV VII 19.5 HR,116898
OR LEV VII 2.0 HR,12391
OR LEV VII 2.5 HR,15377
OR LEV VII 20.0 HR,119884
OR LEV VII 3.0 HR,18363
OR LEV VII 3.5 HR,21349
OR LEV VII 4.0 HR,24334
OR LEV VII 4.5 HR,27320
OR LEV VII 5.0 HR,30306
OR LEV VII 5.5 HR,33292
OR LEV VII 6.0 HR,36278
OR LEV VII 6.5 HR,39264
OR LEV VII 7.0 HR,42249
OR LEV VII 7.5 HR,45235
OR LEV VII 8.0 HR,48221
OR LEV VII 8.5 HR,51207
OR LEV VII 9.0 HR,54193
OR LEV VII 9.5 HR,57178
OR LEV VIII 0.5 HR,3949
OR LEV VIII 1.0 HR,7382
OR LEV VIII 1.5 HR,10816
OR LEV VIII 10.0 HR,69189
OR LEV VIII 10.5 HR,72623
OR LEV VIII 11.0 HR,76057
OR LEV VIII 11.5 HR,79491
OR LEV VIII 12.0 HR,82925
OR LEV VIII 12.5 HR,98792
OR LEV VIII 13.0 HR,102225
OR LEV VIII 13.5 HR,105658
OR LEV VIII 14.0 HR,109091
OR LEV VIII 14.5 HR,112524
OR LEV VIII 15.0 HR,115957
OR LEV VIII 15.5 HR,119390
OR LEV VIII 16.0 HR,122823
OR LEV VIII 16.5 HR,126256
OR LEV VIII 17.0 HR,129689
OR LEV VIII 17.5 HR,133122
OR LEV VIII 18.0 HR,136555
OR LEV VIII 18.5 HR,139988
OR LEV VIII 19.0 HR,143421
OR LEV VIII 19.5 HR,146854
OR LEV VIII 2.0 HR,14250
OR LEV VIII 2.5 HR,17684
OR LEV VIII 20.0 HR,150287
OR LEV VIII 3.0 HR,21117
OR LEV VIII 3.5 HR,24551
OR LEV VIII 4.0 HR,27985
OR LEV VIII 4.5 HR,31418
OR LEV VIII 5.0 HR,34852
OR LEV VIII 5.5 HR,38286
OR LEV VIII 6.0 HR,41719
OR LEV VIII 6.5 HR,45153
OR LEV VIII 7.0 HR,48587
OR LEV VIII 7.5 HR,52020
OR LEV VIII 8.0 HR,55454
OR LEV VIII 8.5 HR,58888
OR LEV VIII 9.0 HR,62321
OR LEV VIII 9.5 HR,65755
OR LEV X 0.5 HR,5222
OR LEV X 1.0 HR,9763
OR LEV X 1.5 HR,14304
OR LEV X 10.0 HR,91502
OR LEV X 10.5 HR,96043
OR LEV X 11.0 HR,100584
OR LEV X 11.5 HR,105125
OR LEV X 12.0 HR,109666
OR LEV X 12.5 HR,114207
OR LEV X 13.0 HR,118748
OR LEV X 13.5 HR,123289
OR LEV X 14.0 HR,127830
OR LEV X 14.5 HR,132371
OR LEV X 15.0 HR,136912
OR LEV X 15.5 HR,141453
OR LEV X 16.0 HR,145994
OR LEV X 16.5 HR,150535
OR LEV X 17.0 HR,155076
OR LEV X 17.5 HR,159617
OR LEV X 18.0 HR,164158
OR LEV X 18.5 HR,168699
OR LEV X 19.0 HR,173240
OR LEV X 19.5 HR,177781
OR LEV X 2.0 HR,18845
OR LEV X 2.5 HR,23386
OR LEV X 20.0 HR,182322
OR LEV X 3.0 HR,27928
OR LEV X 3.5 HR,32469
OR LEV X 4.0 HR,37010
OR LEV X 4.5 HR,41551
OR LEV X 5.0 HR,46092
OR LEV X 5.5 HR,50633
OR LEV X 6.0 HR,55174
OR LEV X 6.5 HR,59715
OR LEV X 7.0 HR,64256
OR LEV X 7.5 HR,68797
OR LEV X 8.0 HR,73338
OR LEV X 8.5 HR,77879
OR LEV X 9.0 HR,82420
OR LEV X 9.5 HR,86961
OR PERF ASSESS EA 15 MIN MOD 59,185
ORBIT MIN 4 VIEWS BILAT,919
ORBIT MIN 4 VIEWS LEFT,919
ORBIT MIN 4 VIEWS RIGHT,919
ORBITS MIN 4 VIEWS,652.99
ORTHO FIT&TRAIN EA 15MIN INITIAL,110
ORTHO FIT&TRAIN EA 15MIN INITIAL,110
ORTHO FIT&TRN EA 15MIN MOD59 INIT,110
ORTHO FIT&TRN EA15MIN MOD59 INITL,110
ORTHO FIT/TRAIN EA 15MIN INITIAL,110
ORTHO/PROST CHECK EA 15 MIN SBSQ,110
ORTHO/PROST CHECK EA 15 MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROSTH CHK EA 15MIN SBSQ,110
ORTHOPANT-DENTAL CLINIC,304
OS CALCIS MIN 2V LEFT,757
OS CALCIS MIN 2V RIGHT,757
OSMOLALITY URINE,26.52
OSMOLITY-SERUM,25.77
OSSCOUS SURVEY COMPLETE,338
OSTEOCALCIN,212.69
OT HOT/COLD PACK,50
OT MASSAGE THERAPY 15MIN,175
OT PERF ASSESS EA 15 MIN,185
OT PERF ASSESS EA 15 MIN,185
OT RE-EVAL WITH THERAPY MOD 59,269
OT SENSORY INTEGRATION,145
OT ULTRASOUND 15MIN,190
OT WORK TOLERANCE ADD 1 H,206
OT WORK TOLERANCE EA ADD HR,206
OT WORK TOLERANCE INIT 2 HR,400
OT WORK TOLERANCE INIT 2 HRS,400
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT GOAL STATUS,0.01
OTHER PT/OT GOAL STATUS,0.01
OUTSIDE CSLT W/O PREP,100.09
OUTSIDE SLIDE CONSULT,125.11
OVARIAN MALIGNANCY RISK-ROMA,262.5
OXALATE-URINE,50.29
OXIMETRY CONT STUDY SUBS,400
OXIMETRY SINGLE STUDY,142
OXIMETRY STUDY,623
P190 BCR-ABL1,493.97
P210 BCR-ABL1,135.46
PACER CHECK EKG WITH MAGNET,281
PACER CHECK EKG WITHOUT MAGNET,281
PACU HOSP OBSV SERV P/HRR LH,110
PAIN CENTER FAST TRACK RECOVERY,1000
PAIN CENTER LEVEL I 0.5 HR,1696
PAIN CENTER LEVEL I 1.0 HR,3171
PAIN CENTER LEVEL I 1.5 HR,4646
PAIN CENTER LEVEL II 0.5 HR,1866
PAIN CENTER LEVEL II 1.0 HR,3488
PAIN CENTER LEVEL II 1.5 HR,5111
PAIN CENTER LEVEL III 0.5 HR,2052
PAIN CENTER LEVEL III 1.0 HR,3837
PAIN CENTER LEVEL III 1.5 HR,5622
PAIN CENTER LEVEL IV 0.5 HR,2258
PAIN CENTER LEVEL IV 1.0 HR,4221
PAIN CENTER LEVEL IV 1.5 HR,6184
PAIN MNGMNT PRFL1&ALCHL METABOLIT,200
PAIN MNGMNT PROFILE 1 W/ CONFIRM,200
P-ANCA TITER WBC ANTBDY ID,28.78
PANCREATIC ELASTASE 1,37.53
PANORAMIC X-RAY OF JAWS,304
PAP SMEAR DIAGNOSTIC,81.32
PARAFFIN,192
PARAFFIN MOD 59,192
PARAFFIN OT,192
PARAFFIN OT MOD 59,192
PARAFFIN OT/1,192
PARAFFIN/3,192
PARAINFLUENZA AG IF,18.91
PARAINFLUENZA AG IF,18.91
PARANEOPLASTIC PROFILE 1,28.78
PARATHYROID IMAG PLANAR,1185
PARATHYROID PLANAR W SPECT,1450
PAROVIRUS 2 OF 2 IGG,25.84
PAROVIRUS B19 EVAL 1OF2,25.84
PCA-3/KLK3 RATIO,420
PEANUT COMPONENT PANEL,55.35
PEANUT IGE RFLX TO COMPONENT PANL,18.52
PEDIATRIC SKELETAL SURVEY,656
PEG REMOVAL,286
PELVIS 1-2 VIEW,213
PELVIS MIN 3 VIEW,685
PELVIS/HIPS INFANT/CHILD 2V,1031
PEP THERAPY INITIAL DEMO AND EVAL,240
PERC DRAIN W/CATH S/I,190.33
PERC PLACE ENTERO TUBE S&,376
PERCUT TRANS PORT WITH HE,8313
PERCUTANEOUS ABSCESS DRAI,2437
PERCUTANEOUS ABSCESS DRAINAGE,2437
PERITONEAL-VENOUS SHUNT,2908
PERITONEOGRAM S & I,792
PERQ TENOTOMY NEEDLE FENESTRATION,1909
PERSANTINE NM STRESS TEST,1160
PERTOGRAPHY W/O HEMODYNAM,8313
PERTUSSIS PCR 1OF2,121.36
PHENOBARBITAL,43.79
PHENOTYPE INFECT AGNT DRG PREDICT,292.33
PHENYTOIN  FREE,50.8
PHLEBOTOMY THERAPEUTIC,215
PHONOPHORESIS EA 15 MIN,190
PHONOPHORESIS EA 15 MIN,190
PHOSPHATASE ALK ISOENZYMES 2OF2,58.8
PHOSPHATIDYLSERI ABS 2 OF 3 IGA,27.6
PHOSPHATIDYLSERI ABS 2 OF 3 IGM,27.6
PHOSPHATIDYLSERINE AB IGG 1OF3,27.6
PHOSPHOROUS,5
PHYS PERF TEST EA 15 MIN,185
PHYS PERF TEST EA 15 MIN,185
PHYS PERF TEST EA 15 MIN MOD 59,185
PINCH GRAFT UP TO DEFECT SIZE 2CM,2830
PINWORM,17.52
PLA2R AB 1OF2,44.04
PLA2R AB 2OF2,48.04
PLA2R TITER,28.78
PLASMA D-DIMER,26.52
PLASMA FROZEN W/IN24 E,346
PLASMA METANEPHRINES,65.31
PLASMAPHERESIS - IP,3167
PLASMAPHORESIS - SPU,3167
PLASMINOGEN ACTIVATOR INHIBITOR,175
PLATELET ANTIBODIES NAIT 2OF3,28.78
PLATELET FUNCTION ASPIRIN ASSAY,85
PLT SGL DONOR LR,2199
PLT SGL DONOR LR IRRAD,2778
PNEUMOCYSTIS CARINII BY PCR,121.36
PNH WITH FLAER,362
POC ACCUCHECK,20
POC PROTIME,14.01
POLIOVIRUS(TYPES 1 3)AB NEUTRALIZ,59.8
POOLED CRYO,284
POOLED PLT,497
POOLING BLOOD PRODUCTS,137.84
PORPHOBILINOGEN 24HR URINE,33.03
PORPHYRINS QUANT URINE,41.29
PORT - INDWELLING(IMPLANT),1250
POTASSIUM SERUM,5
PR3 WBC ANTIBODY IDENTIFICATION,28.78
PREALBUMIN,62.56
PREG GLUC-2OF2,7.51
PREGNENOLONE,175.16
PRENATAL GRP B STREP SCRN,22.27
PRESUMPT INDOLE/OXIDASE ID URINE,31.28
PRETRMT W/ENZYMES PER ARC,137.84
PRETRT W/CHEM DRUG ARC EA,60
PRIMATRIX P/SQ CM 4X4 PIECE,153
PRIMIDONE MYSOLINE R  SERUM,43.79
PROBNP N TERMINAL,118.68
PROCALCITONIN,42.24
PROCRAINAMIDE 7 NPA,65.06
PROGESTERONE,81.32
PROGRAMMING MULT LEAD PAC,332
PROINSULIN,60.55
PROLACTIN LEVEL,75.57
PROST SPEC ANTIGEN TOTAL,65.31
PROSTAGLANDINS D2 PG-D2  URINE,104.42
PROSTAGLANDINS D2 SERUM OR PLASMA,62.65
PROSTATE  NEEDLE BIOPSY,478
PROSTATIC ACID PHOSPHATASE,38.28
PROSTATIC SPEC AG SCREEN,65.31
PROSTH FIT&TRAIN EA 15 MIN INITL,110
PROSTH FIT&TRAIN EA 15MIN INITIAL,110
PROSTH FIT&TRN EA15MIN MOD59 INIT,110
PROSTH FIT&TRN EA15MIN MOD59 INIT,110
PROSTH FIT/TRAIN EA 15MIN INITIAL,110
PROSTH TRAIN EA 15MIN INITIAL,110
PROTEIN C ACTIVITY,68.06
PROTEIN C ANTIGEN,47.04
PROTEIN ELECTRO 24-HOUR URINE,5
PROTEIN E-PHORESIS/URINE/CSF,69.56
PROTEIN S,68.06
PROTEIN S-ANTIGEN FUNCTIONAL,68.06
PROTEIN WESTERN BLOT TEST,74.2
PROTEINASE-3 ANTIBODY,28.78
PROTHROMBIN TIME POC TESTING,14.01
PROTIME,14.01
PROTOZOA ANTIBODY NOS,57.05
PSA POST PROSTATECTOMY,65.31
PSA TOTAL (2 OF 2),65.31
PSM <6 YEARS,6118
PSM <6 YEARS,6118
PSM <6 YEARS C/CPAP BIPAP,5100
PSM <6 YEARS C/CPAP BIPAP,5100
PSM >6 YEARS,6118
PSM >6 YEARS,6118
PSM >6 YEARS C/CPAP BIPAP,5100
PSM >6 YEARS C/CPAP BIPAP,5100
PT EVALUATION - PEDS LEVEL 1,396
PT EVALUATION - PEDS LEVEL 1,396
PT EVALUATION - PEDS LEVEL 2,396
PT EVALUATION - PEDS LEVEL 2,396
PT EVALUATION - PEDS LEVEL 3,396
PT EVALUATION - PEDS LEVEL 3,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 1,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 2,396
PT INITIAL EVALUATION LEVEL 3,396
PT INITIAL EVALUATION LEVEL 3,396
PT PHENOTYPE  EACH ARC,83.81
PT RE-EVALUATION,269
PT REEVALUATION MOD 59,269
PT REEVALUATION/3,269
PTH-RELATED PROTEIN(PTH-RP),48.79
PULMON REHAB PHASE 3 1/2MTH,7.5
PULMONARY DISEASE ED/TRN EA30MIN,85
PULMONARY PERFUSION SCAN,2427
PULMONARY REHAB PHASE 3,6.28
PULMONARY REHABILITATION,237
PULSE OXMETRY MULT DETRM,368
PUNCT SPINAL DIAG,725
PUNCT/ASP ABCESS HEMAT CYST/1,643
PURAPLY PER SQ CM 2X2 PIECE,666
PURAPLY PER SQ CM 2X4 PIECE,504
PYRUVATE,38.28
Q FEVER IGG PHASE I AB TITER,57.05
Q FEVER IGG PHASE II AB TITER,57.05
Q FEVER PHASE I IGM AB TITER,57.05
Q FEVER PHASE II IGM AB TITER,57.05
QUANT IMMUNOGLOB EA 1OF3,36.28
QUANT LUNG PERF DIFFERENTL,910
QUANTIFERON,237.71
QUANTITATIVE IHC EA ANTIBODY,92.83
QUININDINE,56.3
RABIES VACCINE TITER,59.8
RADIO/VOID CYSTOGRAM,3065
RADIOPHAR THERAPY  IV,927
RADIOPHAR THERAPY ORAL,927
RAPID STREP SCREEN LANSDALE,38.03
RAST,18.52
RAST ENGLISH PLANTAIN,18.52
RAST LATEX,18.52
RBC  LEUKO REDUCED  IRRAD,979
RBC FROZ DEGLYC RARE UNIT,950
RBC LR CMV-NEG,705
RBC SED RATE N/AU,12.51
RECOVERY ROOM  LEVEL I,960
RECOVERY ROOM  LEVEL II,1240
RECOVERY ROOM  LEVEL III,1609
RECOVERY ROOM  LEVEL IV,2094
REFLEX HEMOGLOBINS ELECTR,41.79
REFLEX HEMOGLOBINS SOLUBI,17.52
REFLEX HERPES SIMPLEX VIRUS TYPIN,15.26
REFLEX HTLV 1/11,72.81
REMOVAL OF FOREIGN BODY ,1432
REMOVE NAIL PLT SNGL,643
REMOVE RIGID CAST,650
RENAL CYST STUDY,6454
RENAL FUNCTION PANEL,30.03
RENAL SCAN  SPECT,4294
RENAL SCAN  STATIC & FLOW,2120
RENAL SCAN  STATIC ONLY,1579
RENAL SCAN W/FLOW FUNCTIO,4096
RENAL SCAN W/PHARM INTER,4096
RENIN ACTIVITY,85.58
REP SIMP SCALP AXIL TRNK2.6-7.5CM,643
RESP CULT (2 OF 2) GRAM STAIN,17.52
RESP SYN VIRUS BY DF AB,38.03
RESP SYNCYTIAL VIRUS AG,38.08
RESPIRATORY SYNCYTIAL AG IF,38.03
RESPIRATORY SYNCYTIAL AG IF,38.03
RESPIRATORY VIRUS PANEL  DFA,42
RETICULIN AB TITER,44.04
RETICULOCYTE COUNT,15.76
RETICULOCYTE MANUAL,16.76
RETRIEVAL DEVICE LEVEL 1,950
RETRIEVAL DEVICE LEVEL 2,1050
RETRIEVAL DEVICE LEVEL 3,1150
RETRIEVAL DEVICE LEVEL 4,1250
RETRIEVAL DEVICE LEVEL 5,1350
RETRIEVAL DEVICE LEVEL 6,1450
RETROGRADE UROGRAM,1794
REVERSE T3,66.06
RH IMMUNE GLOB 300 MCG,243
RH PHENOTYPE (ARC),154
RH TYPE ARC,83.81
RH-2 OF 2,83.81
RHEUMATOID FACTOR QUANT,21.77
RIBOSOMAL P PROTEIN IGG ABS,37.53
RIBS  BILATERAL  3 VIEWS,481
RIBS UNI W/ PA CHEST MIN 3 VWS LT,615
RIBS UNI W/ PA CHEST MIN 3 VWS RT,615
RIBS UNIL ONLY 2 VIEWS LT,369
RIBS UNIL ONLY 2 VIEWS RT,369
RIBS/BILATERAL & PA CHEST MIN 4VW,919
RICKETTSIA ANTIBODY,72.81
RICKETTSIA ANTIBODY,72.81
RICKETTSIAL FEVER GRP IGG/M ANTBD,72.81
RISTOCETIN COFACTOR,89.58
RNA POLYMERASE III AB,48.04
ROM MEAS EA EXTREM,185
ROM MEAS EA EXTREM MOD 59,185
ROM MEASUREMENT EA EXT/TRUNK,185
ROM MEASUREMENT EA EXT/TRUNK,185
ROM MEASUREMENT EXTREMITY,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND,185
ROM MEASUREMENT HAND MOD 59,185
ROM MEASUREMENT HAND/3,185
ROM MEASUREMENT HAND/4,185
ROM WALK FX ORTH PREFB INC FIT/AD,547.57
ROOM & BOARD ETC ICU LH,5190
ROOM & BOARD ETC LH,0
ROOM & BOARD ETC OBSV LH,110
ROOM & BOARD ETC OUTPT LH,0
ROOM & BOARD ETC SEMI PRIV LH,2655
ROOM & BOARD ETC TELEMETRY LH,3105
ROOM & BOARD ETC WAIT ROOM LH,0
ROOM & BOARD ICU LH,5190
ROOM & BOARD ICU OBSV P/H LH,110
ROOM & BOARD ICU SEMI PRIV LH,2655
ROOM & BOARD ICU STP DWN LH,2655
ROOM & BOARD ICU TELEMETRY LH,3105
ROOM & BOARD MED/SUR2 OUTPT LH,0
ROOM & BOARD MED/SUR2 SEM PRIV LH,2655
ROOM & BOARD MED/SUR2 STP DWN LH,2655
ROOM & BOARD MED/SUR2 TELEM LH,3105
ROOM & BOARD MED/SUR3 OUTPT LH,0
ROOM & BOARD MED/SUR3 SEM PRIV LH,2655
ROOM & BOARD MED/SUR3 STP DWN LH,2655
ROOM & BOARD MED/SUR3 TELEM LH,3105
ROOM & BOARD MED/SUR4 OUTPT LH,0
ROOM & BOARD MED/SUR4 SEM PRIV LH,2655
ROOM & BOARD MED/SUR4 STP DWN LH,2655
ROOM & BOARD MED/SUR4 TELEM LH,3105
ROOM & BOARD OP LH,0
ROOM & BOARD ORTHO OBSV P/H LH,110
ROOM & BOARD ORTHO SEMI PRIV LH,2665
ROOM & BOARD ORTHO TELEMETRY LH,3105
ROOM & BOARD PACU OUTPT LH,0
ROOM & BOARD SDS OUTPT LH,0
ROOM & BOARD SDS SEMI PRIV LH,2655
ROOM & BOARD SPU OBSV P/H LH,110
ROOM&BOARD MED/SUR2 OBSV P/H LH,110
ROOM&BOARD MED/SUR3 OBSV P/H LH,110
ROOM&BOARD MED/SURG4 OBSV P/H LH,110
ROTAVIRUS ASSAY,38.03
ROUTINE URINE CULTURE,32.53
RPR LAC CPLX FOREHD 2.6-7.5CM,3345
RPR SCREEN,16.76
RPR TITER,17.27
RUBELLA AB SCREEN,54.55
RUBEOLA IGG ANTIBODY,32.28
SACCHAROMYCES CERV AB IGA 1OF2,99.09
SACCHAROMYCES CERV AB IGG 2OF2,99.09
SACROILIAC JOINTS MIN 3 V,919
SACRUM & COCCYX MIN 2V,919
SALICYLATE-ACA,200
SALIVARY GLAND W/SERIAL I,2388
SAMARIUM PER DOSE UP TO 150 MCI,4250
SAPH VEIN MAP BILAT LWR,1017
SAPH VEIN MAP LT LOW EXTR,1017
SAPH VEIN MAP RT LOW EXTR,1017
SCAPULA LEFT,734
SCAPULA RIGHT,734
SCL-70 AB,65.56
SCOLIOSIS SINGLE FILM,283
SCOLIOSIS STUDY AP & LAT,468
SEDIMENTATION RATE,9.26
SEL DEBRIDE 1ST 20 SQ CM OR LESS,1015
SELECTIVE DEBRIDE EA ADD 20 SQ CM,480
SELECTIVE DEBRIDE EA ADD 20 SQ CM,480
SELECTIVE DEBRIDE EA ADD 20 SQ CM,440
SELENIUM SERUM/PLASMA,95.08
SELENIUM WHOLE BLOOD,95.08
SELF CARE CURRENT STATUS,0.01
SELF CARE CURRENT STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE D/C STATUS,0.01
SELF CARE GOAL STATUS,0.01
SELF CARE GOAL STATUS,0.01
SEMEN ANALYSIS WITH MORPHOLOGY,58.3
SENSITIVITY - ORG 1,33.78
SEROTONIN,117.35
SEROTONIN RELEASE ASSAY,28.78
SEROTONIN RELEASE ASSAY,62.56
SERUM PROTEIN ELECTROPHOR,43.54
SERVICE CHG KHPE/IBC NH,13
SEX HORMONE BINDING GLOB,64.81
SEXUAL ASSAULT EVID KIT,15
SHEATH - PEELAWAY LEVEL 1,250
SHIGA TOXIN 1,27.95
SHIGA TOXIN 2,27.95
SHORT TERM HEMODIAL CATH,650
SHOULDER MIN 2 VIEWS LEFT,772
SHOULDER MIN 2 VIEWS RIGH,772
SHOULDER ONE VIEW LEFT,350
SHOULDER ONE VIEW RIGHT,350
SHOULDER STRAPPING LT,456
SHOULDER STRAPPING RT,456
SHUNTOGRAM S&I,1408
SIALOGRAPHY,1589
SICKLE CELL SCREEN,17.52
SIMP CLOSE WOUND DEHISCENCE,1470.33
SIMPLE REPAIR SUP WOUND < 2.5CM,643
SIMPLE URETHRA CATH,643
SINOGRAM COMPLETE S&I,1598
SINUSES < 3 VIEWS,309
SINUSES MIN 3 VIEWS,964
SIROLIMUS,47.54
SJORGEN'S SSA/SSB ABS,65.56
SKELETAL SURVEY LIMITED,3263
SKIN FULL GRFT SCLP/ARM/LEG<=20SQ,3185
SKULL LESS THAN 4 VIEWS,1081
SKULL MIN 4 VIEW,1261
SLEEP STUDY UNATTENDED,784
SLIDE CONSULT,100.09
SM AND RNP ANTIBODIES,65.56
SM ANTIBODY,65.56
SMA CARRIER SCREEEN,225
SMALL BOWEL SERIES LTD,395
SMALL BOWEL STUDY,1261
SMEAR SPECIAL STAIN,23.52
SMN1 COPY ANALYSIS REFLEX,300
SODIUM SERUM,5
SOLUBLE LIVER ANTIGEN AUTOANTIBDY,48.04
SPECIAL STAINS GRP 1,156.14
SPECIAL STAINS GRP 2,156.14
SPECIFIC GRAVITY,12.51
SPECIMEN X RAY,318
SPECTROSCOPY,2770
SPEECH APHASIA GROUP,80
SPEECH LANG CURRENT STATUS,0.01
SPEECH LANG D/C STATUS,0.01
SPEECH LANG GOAL STATUS,0.01
SPEECH SOUND LANG COMPREHEN,689
SPEECH SOUND LANG COMPREHEN,689
SPIROMETRY,566
SPIROMETRY B/A BRONCHODIL,700
SPIROMETRY W/O BRONCHODIL,524
SPLENOPORTOGRAPHY,5369
SPLINT CALF TO FOOT,651.9
SPLINT THIGH TO ANKL/TOE,470.76
SPU ROOM - FAST TRACK,1000
SPU ROOM - STEP DOWN,500
SPUTUM CULT(BILL ONLY),33.53
SPUTUM GRAM STAIN,17.52
SRP AUTOANTIBODIES,65.56
ST SENSORY INTRGRTVE EA 15MIN,145
ST TX COGNI-LINGUISTIC EA 15 MIN,147
STAPH AUREUS SCRN,22.27
STAPH/STREP ID,20.27
STENT NON-COV W/DEL LVL 1,2150
STENT NON-COV W/DEL LVL 10,3050
STENT NON-COV W/DEL LVL 11,3150
STENT NON-COV W/DEL LVL 12,3250
STENT NON-COV W/DEL LVL 5,2550
STENT NON-COV W/DEL LVL 6,2650
STENT NON-COV W/DEL LVL 7,2750
STENT NON-COV W/DEL LVL 8,2850
STENT NON-COV W/DEL LVL 9,2950
STENT W/OUT DELIVERY LEVEL 1,3595
STEREO GUID VAC BREAST BX ADD,5300
STEREO GUID VAC BREAST BX LT,5300
STEREO GUID VAC BREAST BX RT,5300
STERILE TRAY DISP.,301
STERNOCLAVICULAR MIN 3VWS,919
STERNUM MIN 2 VIEWS,919
STONE RISK DIAGNOSTIC PROFILE,0
STOOL CULTURE (1OF2),36.78
STOOL CULTURE CAMPYLOCTER,9.26
STOOL CULTURE YERSINIA,9.26
STOOL FAT QUAL,20.02
STOOL OCCULT BLOOD,6.26
STOOL WBC,15.26
STRAPPING SHOULDER LT,456
STRAPPING SHOULDER RT,456
STRATIFY JCV AB W/ REFLX INHIB,49.47
STRATIFY JCV ANTIBDY INHIB ASSY,49.47
STREPT PNEU TYPE3 IGG 2THRU14,50.04
STREPTOCOCCUS PNEU 1OF14,50.04
STREPTOZYME,50.04
STRESS ECHO,1424
STRESS EKG,1160
STRESS TEST EKG,1160
STRESS TEST EKG/1,1160
STRIATIONAL TOTAL AUTOABS,44.04
STRONGYLOIDES AB IGG  ELISA,63
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT CURRENT STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT D/C STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB PT/OT GOAL STATUS,0.01
SUB Q / IM INJECTION,105
SUB Q / IM INJECTION,286
SUCTION,135
SULFUR COLLOID PER DOSE,4
SUPPLEMENTAL NB SCRN MASS SPECTRO,62.56
SURE SWAB HSV 1&2 RT PCR,60.3
SURG SPECIMEN INITIAL,245.34
SUSPECT EVIDENCE COL KIT,6
SUTURE REMOVAL,0
SWALLOW CURRENT STATUS,0.01
SWALLOW D/C STATUS,0.01
SWALLOW FUNC PHAR/CERV ESOPH,1110
SWALLOW GOAL STATUS,0.01
SYNOVIAL FLUID CNT DIFF,21.52
SYNOVIAL FLUID CRYSTAL AN,28.28
SYPHILIS SCREEN (TREPONEMA PALLI),28.85
T CELL CT 2 OF 2 CD4 AND CD8,175.16
T CELL LYMPH CT (2OF3),125.11
T CELL LYMPHOCYTE CT 1OF2,125.11
T CELLS  TOTAL COUNT,125.11
T&B CELL LYMPH COUNT 1OF3,125.11
T-3,53.8
T-4,27.02
T7 (1OF2),25.27
T7(2OF2)THYROXINE,27.02
TACROLIMUS,47.54
TAY SACHS DISEASE MUTATION ANALYS,117.38
TBG,57.8
TC DTPA AEROSOL/DOSE UP TO 75 MCI,104
TC99M EXAMETAZINE WBC/DOSE,7489
TC99M FILTERED SULFUR,123
TC99M LABELED RBC UP TO 30 MCI,50
TC99M PERTECH P/MCI,1
TC-99M PYROPHOSPHATE UP TO 25 MCI,254
TCELL ABSOLUTE CD4&CD8 CNT/RATIO,175.16
T-CELL GENE REARRANGEMENT  PCR,413
TECH E&M LEVEL 1,260
TECH E&M LEVEL 2,328
TECH E&M LEVEL 3,328
TECH E&M LEVEL 4,427
TECH E&M LEVEL 5,540
TEE,1926
TEE ABORTED,1926
TEE W BUBBLE STUDY,1926
TEMPOROMANDIBULAR JNTS BI,919
TENS APPLICATION,314.79
TESTICULAR IMAGE W/FLOW,2101
TESTOSTERONE  FREE,90.33
TESTOSTERONE TOTAL,100.59
TETANUS AB,57.05
TETANUS ANTIBODY,50.04
THALLIUM PER MCI,209
THALLUIM PER MCI,209
THALLUIM PER MCI/1,209
THAWING CRYO EA UNIT,205
THEOPHYLLINE,54.55
THER EXER NEURO EA 15 MIN,185
THER PROPH OR DIAG INJ SUBC OR IM,205
THERA PX RESP FX GROUP,159.06
THERA PX RESP MUSCLE1-1 Q15MIN,159.06
THERAPEUTIC EXER EA 15 MIN,185
THERAPEUTIC FUNCTIONAL AC EA15MIN,185
THERAPEUTIC GROUP,95
THERAPEUTIC GROUP/1,95
THERAPEUTIC INJ FOR CARPAL TUNNEL,725
THERAPEUTIC INJ IM/SUBQ,286
THERAPEUTIC INJ IM/SUBQ EA,286
THERAPEUTIC INJ INTRA ART,230
THERAPY AAC NON SPEECH DEVICE,238
THERAPY AAC NON-SPEECH DEVICE,238
THERAPY COMMUNICATION GRP,80
THERAPY COMMUNICATION GRP,80
THERAPY COMMUNICATION IND,392
THERAPY COMMUNICATION IND,392
