FIM DESCRIPTION,AMH PRICE
ANESTHESIA LEV VIII 13.5 HR,5924
ANESTHESIA LEV VIII 14.0 HR,6142
ANESTHESIA LEV VIII 14.5 HR,6360
ANESTHESIA LEV VIII 15.0 HR,6578
ANESTHESIA LEV VIII 15.5 HR,6796
ANESTHESIA LEV VIII 16.0 HR,7014
ANESTHESIA LEV VIII 16.5 HR,7232
ANESTHESIA LEV VIII 17.0 HR,7450
ANESTHESIA LEV VIII 17.5 HR,7668
ANESTHESIA LEV VIII 18.0 HR,7886
ANESTHESIA LEV VIII 18.5 HR,8104
ANESTHESIA LEV VIII 19.0 HR,8322
ANESTHESIA LEV VIII 19.5 HR,8540
ANESTHESIA LEV VIII 2.0 HR,906
ANESTHESIA LEV VIII 2.5 HR,1124
ANESTHESIA LEV VIII 20.0 HR,8758
ANESTHESIA LEV VIII 3.0 HR,1342
ANESTHESIA LEV VIII 3.5 HR,1561
ANESTHESIA LEV VIII 4.0 HR,1779
ANESTHESIA LEV VIII 4.5 HR,1997
ANESTHESIA LEV VIII 5.0 HR,2215
ANESTHESIA LEV VIII 5.5 HR,2434
ANESTHESIA LEV VIII 6.0 HR,2652
ANESTHESIA LEV VIII 6.5 HR,2870
ANESTHESIA LEV VIII 7.0 HR,3088
ANESTHESIA LEV VIII 7.5 HR,3307
ANESTHESIA LEV VIII 8.0 HR,3525
ANESTHESIA LEV VIII 8.5 HR,3743
ANESTHESIA LEV VIII 9.0 HR,3961
ANESTHESIA LEV VIII 9.5 HR,4180
ANESTHESIA LEV X 0.5 HR,304
ANESTHESIA LEV X 1.0 HR,568
ANESTHESIA LEV X 1.5 HR,832
ANESTHESIA LEV X 10.0 HR,5321
ANESTHESIA LEV X 10.5 HR,5585
ANESTHESIA LEV X 11.0 HR,5849
ANESTHESIA LEV X 11.5 HR,6113
ANESTHESIA LEV X 12.0 HR,6377
ANESTHESIA LEV X 12.5 HR,6641
ANESTHESIA LEV X 13.0 HR,6905
ANESTHESIA LEV X 13.5 HR,7169
ANESTHESIA LEV X 14.0 HR,7433
ANESTHESIA LEV X 14.5 HR,7697
ANESTHESIA LEV X 15.0 HR,7961
ANESTHESIA LEV X 15.5 HR,8225
ANESTHESIA LEV X 16.0 HR,8489
ANESTHESIA LEV X 16.5 HR,8753
ANESTHESIA LEV X 17.0 HR,9017
ANESTHESIA LEV X 17.5 HR,9281
ANESTHESIA LEV X 18.0 HR,9545
ANESTHESIA LEV X 18.5 HR,9809
ANESTHESIA LEV X 19.0 HR,10073
ANESTHESIA LEV X 19.5 HR,10337
ANESTHESIA LEV X 2.0 HR,1096
ANESTHESIA LEV X 2.5 HR,1360
ANESTHESIA LEV X 20.0 HR,10601
ANESTHESIA LEV X 3.0 HR,1624
ANESTHESIA LEV X 3.5 HR,1888
ANESTHESIA LEV X 4.0 HR,2152
ANESTHESIA LEV X 4.5 HR,2416
ANESTHESIA LEV X 5.0 HR,2681
ANESTHESIA LEV X 5.5 HR,2945
ANESTHESIA LEV X 6.0 HR,3209
ANESTHESIA LEV X 6.5 HR,3473
ANESTHESIA LEV X 7.0 HR,3737
ANESTHESIA LEV X 7.5 HR,4001
ANESTHESIA LEV X 8.0 HR,4265
ANESTHESIA LEV X 8.5 HR,4529
ANESTHESIA LEV X 9.0 HR,4793
ANESTHESIA LEV X 9.5 HR,5057
ANEURYSM NECK RECONSTRUCTN DEVICE,31250
ANG EXTREMITY BIL,4092
ANG EXTREMITY LT,4092
ANG EXTREMITY RT,4092
ANG MAIN RENAL BILAT,4092
ANG MAIN RENAL UNILATERAL,4092
ANG PULMONARY BILAT SELEC,10563
ANG VISC EACH ADD'L,4092
ANGIO  EXT BILAT,4092
ANGIO  PELVIC- SELECT OR,5760
ANGIO ADRENAL UNILAT LT,7436
ANGIO ADRENAL UNILAT RT,7436
ANGIO EXTREMITY RIGHT,4092
ANGIO EXTREMITY-LEFT,4092
ANGIO ILIAC BILAT W/CATH,4092
ANGIO PELVIC SEL/SUP S&I,5760
ANGIO PULM-BY NONSELECT C,10563
ANGIO PULMONARY  SEL LEFT,10563
ANGIO PULMONARY SEL RIGHT,10563
ANGIO SEL EACH ADD VESSEL,1260
ANGIO TENSIN CONVERTING ENZYME,57.05
ANGIO VISCERAL  SEL  OR SUPER SEL,4092
ANGIO/VISCERAL FLUSH,4092
ANGIOGRAPHY  ADRENAL  BIL,10247
ANGIOGRAPHY  INTERNAL MAM,10563
ANGIOGRAPHY  SPINAL  SELE,10247
ANGIOGRAPHY SPINAL SELECTIVE,9200
ANGIOPLASTY BALLOON/1,630
ANGIOPLASTY BALLOON/2,1058
ANGIOPLASTY BALLOON/3,1643
ANGIOPLASTY BALLOON/4,3708
ANGIOPLASTY BALLOON/5,4446
ANGIOPLASTY BALLOON/6,6228
ANGIOPLASTY INTRACRANIAL,6600
ANGIOTENSIN CONVERTING ENZYME CSF,57.05
ANKLE AP & LAT LEFT,477
ANKLE AP & LAT RIGHT,477
ANKLE ROUTINE LT MIN 3V,634
ANKLE ROUTINE MIN 3V RT,634
ANOSCOPY-DIAGNOSTIC,98
ANTBDY COXIELLA BURNETII Q FEVER,57.05
ANTEGRADE UROGRAM,699
ANTIBIOTIC ENVELOPE,2738
ANTIBODY  BORDETELLA,85.58
ANTIBODY  COXIELLA BURNETII Q FEV,57.05
ANTIBODY  HISTOPLASMA,21.48
ANTIBODY  HIV-2,37.8
ANTIBODY  INFLUENZA VIRUS,23.29
ANTIBODY  NEISSERIA MENINGITIDIS,63
ANTIBODY DETECTION NOS IF,42
ANTIBODY HELICOBACTER PYLORI,57.05
ANTIBODY HIV-1,34.78
ANTIBODY ID  PLATELET ANTIBDY,28.78
ANTIBODY ID  PLATELET ANTIBDY,28.78
ANTIBODY ID PANEL EA,202.37
ANTIBODY SCREEN ARC EACH,106
ANTIBODY SCREEN EA,106
ANTICHROMATIN ANTIBODIES,65.56
ANTI-DSDNA ANTIBODIES,46.29
ANTIGLIADIN(2OF2) IGA,48.04
ANTIGLOM BASEMENT MEMBRAN,48.04
ANTI-HU ABS (WESTERN BLOT),28.78
ANTI-IGE RECEPTOR ANTIBODY,154.52
ANTI-MULLERIAN HORMONE (AMH),52.55
ANTINEUTROPHIL CYTOPLASMIC AB,28.78
ANTINUCLEAR ANTIBODIES IFA,47.04
ANTIPARIETAL CELL ANTIBODY,37.53
ANTIPROTEINASE 3 (PR-3) ABS,48.04
ANTI-THROMBIN III,28.78
ANTI-YO ANTIBODIES,28.78
AORTA ABD,4092
AORTA BIFEM,4092
AORTOG/ABD SERIAL COMPLET,4092
AORTOGRAPHY BILAT ILIOFEM,4092
AORTOGRAPHY THORACIC SERI,8444
AORTOGRAPY THRC W/O SRLOGRAPY,8444
APHASIA EVALUATION PER HR,704
APHASIA EVALUATION PER HR,704
APHASIA EVALUATION PER HR,704
APICOECTOMY - ANTERIOR,330
APICOECTOMY MOLAR(FIRST ROOT),330
APLIGRAF P/SQ CM,168
APNEA TEST,670
APOLIPOPROTEIN EVALUATION,57.3
APOLIPPROTEIN B,57.3
APP FING SPLT DYNAMIC LT,605
APP FING SPLT DYNAMIC LT,290
APP FING SPLT DYNAMIC LT,605
APP FING SPLT DYNAMIC RT,605
APP FING SPLT DYNAMIC RT,290
APP FING SPLT DYNAMIC RT,605
APP FING SPLT STATIC LT,605
APP FING SPLT STATIC LT,290
APP FING SPLT STATIC LT,605
APP FING SPLT STATIC RG,290
APP FING SPLT STATIC RT,605
APP FING SPLT STATIC RT,605
APP SHORT ARM SPLT DYNAM LT,605
APP SHORT ARM SPLT DYNAM LT,605
APP SHORT ARM SPLT DYNAM RT,605
APP SHORT ARM SPLT DYNAM RT,605
APP SHT ARM SPLT DYNAM LT,290
APPL LONG ARM SPLT LT,290
APPL LONG ARM SPLT LT,290
APPL LONG ARM SPLT LT,290
APPL LONG ARM SPLT RT,290
APPL LONG ARM SPLT RT,290
APPL LONG ARM SPLT RT,290
APPL SHORT ARM SPLT LT,605
APPL SHORT ARM SPLT LT,290
APPL SHORT ARM SPLT LT,605
APPL SHORT ARM SPLT LT,605
APPL SHORT ARM SPLT RT,605
APPL SHORT ARM SPLT RT,290
APPL SHORT ARM SPLT RT,605
APPL SHORT ARM SPLT RT,605
APPLICATION OF DESENSITIZER AGENT,60
APPLICATON ON-BODY INJECTOR,286
APPLY MULTILAYER B/L,664
APPLY MULTILAYER LEG LEFT,332
APPLY MULTILAYER LEG RIGHT,332
APPSHT ARM SPLT DYNAM RT,290
APTT,23.52
AQUAPHERESIS FILTER,4050
AQUAPORIN-4 ANTIBODY (IGG)  CBA,44.04
AQUATICS EA 15 MIN,199
AQUATICS EA 15 MIN,199
AQUATICS EA 15 MIN MOD 59,199
AQUATICS EA 15 MIN MOD 59,199
AQUATICS GROUP,95
AQUATICS GROUP/1,95
ARC ABID EA CELL<3,137.84
ARC ABID EA CELL>3,137.84
ARC IND EA AB TITER,202.37
ARSENIC EXPOSURE PROFILE  URINE,75.57
ART PUNC W/DRAW BLOOD EA ADD,70
ART. PUNC W/DRAWAL BLOOD,70
ART. PUNC W/DRAWAL BLOOD,70
ARTER CATH OR CANNU PERC,643
ARTER REAL TIME UPPER LT,1017
ARTER REAL TIME UPPER RT,1017
ARTERIAL CLOSURE DEVICE,1013
ARTERIAL CLOSURE DEVICE,500
ARTERIAL PUNCTURE,70
ARTERIAL REAL TIME LOW BIL,1502
ARTHROGRAM ELBOW LEFT COM,1405
ARTHROGRAM ELBOW RIGHT COM,1405
ARTHROGRAM HIP LEFT COMPL,1405
ARTHROGRAM HIP LEFT COMPL,1405
ARTHROGRAM HIP RIGHT COMP,1405
ARTHROGRAM HIP RIGHT COMPL,1405
ARTHROGRAM KNEE LEFT,1405
ARTHROGRAM KNEE RIGHT,1405
ARTHROGRAM SHOULDER LEFT,1405
ARTHROGRAM SHOULDER RIGHT,1405
ARTHROGRAM WRIST LEFT,1405
ARTHROGRAM WRIST RIGHT,1405
ASHKENAZI JEWISH PANEL,117.38
ASO,22.52
ASP &/OR INJ OF LG JOINT,737
ASP ABCESS HEMATOMA/CYST,346
ASP ABCESS HEMATOMA/CYST,738
ASP BREAST 1ST CYST,1738
ASP BREAST EA ADD CYST,725
ASP CYST BREAST EACH,1738
ASP/INJ LG JOINT/BURSA W/IMAGE,850
ASP/INJ MED JOINT/BURSA W/IMAGE,850
ASP/INJ SM JOINT/BURSA W/IMAGE,850
ASP/INJECTION GANGLION CYST,850
ASPERGILLUS AB (1OF3),25.88
ASPERGILLUS AB 2 OF 3 IGG,25.88
ASPERGILLUS AB 3 OF 3 IGM,25.88
ASPERGILLUS ANTIBODY,25.88
ASPERGILLUS ANTIGEN,71.4
ASPIR CYST BREAST EA ADDL LT,725
ASPIR CYST BREAST EA ADDL RT,725
ASPIR CYST BREAST INIT LT,1738
ASPIR CYST BREAST INIT RT,1738
ASPIRATE PLEURA W/ IMAGING,3185
ASPIRATE PLEURA W/ IMAGING,3185
ASSAY GLUCOSE BLOOD QUANT 4OF10,5
ASSAY NEPHELOMETRY EA ANLYT 7OF10,23.26
ASSAY OF AMMONIA,56.8
ASSAY OF AMMONIA,56.8
ASSAY OF APOLIPOPROTEIN EACH,57.3
ASSAY OF CALCIUM IN URINE,23.52
ASSAY OF CALCIUM IN URINE,23.52
ASSAY OF CITRATE,102.84
ASSAY OF CITRATE,102.84
ASSAY OF GGT 5OF10,5
ASSAY OF LDH ENZYMES,54.6
ASSAY OF LEAD,47.29
ASSAY OF LEAD,47.29
ASSAY OF MAGNESIUM,26.27
ASSAY OF MAGNESIUM,26.27
ASSAY OF MERCURY,63.06
ASSAY OF OXALATE,50.29
ASSAY OF OXALATE,50.29
ASSAY OF PRIMIDONE,65.81
ASSAY OF PROSTAGLNDIN EACH,104.42
ASSAY OF RENIN 2OF2,85.58
ASSAY OF TRIGLYCERIDES 10OF10,5
ASSAY OF URINE CHLORIDE,19.52
ASSAY OF URINE CREATININE,20.27
ASSAY OF URINE CREATININE,20.27
ASSAY OF URINE CREATININE,20.27
ASSAY OF URINE CREATININE,20.27
ASSAY OF URINE CREATININE,20.27
ASSAY OF URINE CREATININE 2OF2,20.27
ASSAY OF URINE OSMOLALITY,26.52
ASSAY OF URINE PHOSPHORUS URINE,19.52
ASSAY OF URINE PHOSPHORUS URINE,19.52
ASSAY OF URINE POTASSIUM,16.76
ASSAY OF URINE POTASSIUM,16.76
ASSAY OF URINE SODIUM,19.02
ASSAY OF URINE SODIUM,19.02
ASSAY OF URINE SULFATE,17.77
ASSAY OF URINE SULFATE,17.77
ASSAY OF URINE/URIC ACID,11.26
ASSAY OF URINE/URIC ACID,11.26
ASSIST TECH ASSESS EA 15 MIN,205
ASSIST TECH ASSESS EA 15 MIN,205
ASSIST TECH ASSESS EA 15 MIN,205
ASSIST TECH ASSESSMT EA 15 MIN,205
AST,5
ATHERECT ADD VESS LAD W/WO PTCA,34520
ATHERECT ADD VESS LCX W/WO PTCA,34520
ATHERECT ADD VESS LM W/WO PTCA,34520
ATHERECT ADD VESS RAMUS W/WO PTCA,34520
ATHERECT ADD VESS RCA W/WO PTCA,34520
ATHERECT SGL VESS LAD W/WO PTCA,34520
ATHERECT SGL VESS LCX W/WO PTCA,34520
ATHERECT SGL VESS LM W/WO PTCA,34520
ATHERECT SGL VESS RAMUS W/WO PTCA,34520
ATHERECT SGL VESS RCA W/WO PTCA,34520
ATHRECTOMY ILLIAC,30040
ATTEN CURRENT STATUS,0.01
ATTEN CURRENT STATUS,0.01
ATTEN D/C STATUS,0.01
ATTEN D/C STATUS,0.01
ATTEN GOAL STATUS,0.01
ATTEN GOAL STATUS,0.01
ATYPICAL P-ANCA TITER WBC AB ID,28.78
AUTO BLD COUNT AND DIFF,27.52
AUTO WHOLE BLOOD NOT TX'D,358
AUTOLOGOUS WHOLE BLOOD,594
AUTOMATED RBC COUNT,12.09
AUTOMATED RBC COUNT,12.09
AV NODE ABLATION,7192
B CELLS  TOTAL COUNT,125.11
B PERTUSSIA PCR 2 OF 2,121.36
B PERTUSSIS  NASOPHAR CULTURE,33.53
B. HENSELAE IGG TITER,17.49
B. HENSELAE IGM TITER,17.49
BABESIA MICROTI ANTIBODY PANEL,57.05
BACTERIAL VAGINOSIS,102.31
BACTERIUM ANTIBODY,22.14
BAER W/HEARING LATENCY FU,480
BAKRI BALLOON W CURRETAGE POSTPAR,2830
BAKRI TAMPANADE BALLOON,2830
BALLOON CATH ANGIOPLASTY LEVEL 1,850
BALLOON CATH ANGIOPLASTY LEVEL 11,1850
BALLOON CATH ANGIOPLASTY LEVEL 19,2650
BALLOON CATH ANGIOPLASTY LEVEL 2,950
BALLOON CATH ANGIOPLASTY LEVEL 3,1050
BALLOON CATH ANGIOPLASTY LEVEL 4,1150
BALLOON CATH NON-VASCULAR,1571
BARIUM ENEMA W AIR CONT LTD,643
BARIUM ENEMA W/O AIR,1492
BARIUM ENEMA W/WO KUB LTD,395
BARIUM ENEMA-AIR,1712
BARTONELLA HENSELEA IGG1OF2W/RFLX,17.49
BARTONELLA HENSELEA IGM2OF2W/RFLX,17.49
BASIC DOSIMETRY,575
BASIC FORENSIC EXAM,160
BASIC METABOLIC PANEL,29.28
BASIC VESTIBULAR TESTING,476
BATTERY 14V LI-ION RECHARGEABLE,2813
BCR/ABL1 GENE MINOR BP,493.97
BCR-ABL1 CML/ALL PCR QUANT,135.46
BEHAVRAL QUALIT ANALYS VOICE,348
BEHAVRAL QUALIT ANALYS VOICE,348
BEHAVRAL QUALIT ANALYS VOICE,348
BETA 2 GLYCOPROTEIN AB IGG,43.71
BETA 2 GLYCOPROTEIN AB/2,43.71
BETA GLYCOPROTEIN AB IGM,43.71
BETA HCG TUMOR MARKER,81.57
BETA STREPT SCREEN,22.27
BETA-2 TRANSFERRIN,111.85
BETA-2-MICROGLOBULINS,63.06
B-HYDROXYBUTYRATE,26.6
BILE ACIDS FRACTIONATED LCMS,62.56
BILIRUBIN TOTAL,17.27
BILIRUBIN TOTAL 2 OF 6,17.27
BILIRUBIN TOTAL 2OF10,17.27
BIOFEEDBACK ANY MODALITY,260
BIOFEEDBACK ANY MODALITY,260
BIOFEEDBACK ANY MODALITY,260
BIOFEEDBACK ANY MODALITY,260
BIOFEEDBACK PT,260
BIOFEEDBACK PT,260
BIOFEEDBACK PT/1,260
BIOFEEDBACK PT/2,260
BIOPHYSICAL W NST 1ST NEO,455
BIOPHYSICAL W/NST EA ADD FET,455
BIOPSY OF FLOOR OF MOUTH,1770
BIOPSY OF VAGINA,738
BIOPSY OF VAGINA W/ SUTURE,3246
BIOPSY ORAL TISSUE-HARD,440
BIOPSY ORAL TISSUE-SOFT,320
BIOPSY PROSTATE,397
BIOPSY SALIVARY GLAND INCISIONAL,3246
BIOPSY SALIVARY GLAND NEEDLE,737
BIOPSY SKIN LESION,258
BIOPSY VAGINAL LESION,605
BIOPSY-SINGLE SKIN LESION,643
BIOTINIDASE,58.3
BI-PAP/CPAP 1ST DAY,2000
BITEWING FOUR,50
BITEWING SINGLE,22
BITEWING TWO,36
BK VIRUS DNA QUANT,73.6
BK VIRUS QUALITATIVE PCR,121.36
BLADDER SCAN,53
BLADDER SCAN,469
BLASTOMYCES AB,99.09
BLEACHING/ARCH,150
BLEEDING TIME,17.27
BLOOD ANTIGEN TYPE EA-DONOR,83.81
BLOOD COUNT  HEMATOCRIT (HCT),7.51
BLOOD COUNT HEMATOCRIT (HCT),7.51
BLOOD COUNT HGB,7.51
BLOOD CULTURE,40.29
BLOOD GLUCOSE POC TEST,20
BLOOD GLUCOSE POC TEST,20
BLOOD GLUCOSE TEST,20
BLOOD PARASITE SMEAR,23.52
BLOOD TRANSFUSION,981
BLOOD TRANSFUSION,981
BLOOD TRANSFUSION,981
BLOOD TRANSFUSION,981
BLOOD TYPE RBC AG-PATIENT,83.81
BLOOD UREA NITROGEN QUANT,5
BLOOD/BODY FLUID EXPOSURE PANEL,35.78
BODY FLD CULT&GM STAIN 2,17.52
BODY FLD-1OF2,33.53
BODY FLUID PH LEVEL,9.26
BODY PLETHYSMOGRAPHY PFT,385
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS CURRENT STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS D/C STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BODY POS GOAL STATUS,0.01
BONE AGE,415
BONE GRAFT,40
BONE LENGTH,196
BONE MARROW CULTURE,33.53
BONE MARROW SCAN MULTIPLE,2164
BONE MARROW SCAN WHOLE BO,2438
BONE SCAN (SPECT),4241
BONE SCAN 3 PHASE,3313
BONE SCAN MULT AREAS,3040
BONE SCAN WHOLE BODY,2929
BONE WHOLE BODY MOD 52 LIMITED,1155
BORDETELLA PERTUSSIS IGG/M/A AB,85.58
BOSTON SCI ACUITY COR SINUS LEAD,4250
BOSTON SCI RELIANCE 4FRNT ICD LD,5250
BOWEL IMAGING-MECKELS SCA,1729
BPP 1ST GEST W NST,924
BPP 1ST GEST WO NST,935
BPP W NST EA ADD GEST,924
BPP WO NST EA ADD GEST,935
BRACHYTX HDR IR-192 PER SOURCE,777
BRAF GENE,266
BRAIN (SPECT),5117
BRAIN IMAGE < 4 VIEWS,2841
BRAIN IMAGE VASCULAR FLOW,640
BRAIN IMAGE W/FLOW < 4 VW,3582
BRAIN IMAGING MIN 4 VIEWS,2841
BRAIN IMG MIN 4 VWS W/FLO,3582
BRAINSTEM AUDITORY,2030
BREAST ABSCESS DRAINAGE,3246
BREAST BX NEEDLE CORE,430
BREAST EXCISIONAL BIOPSY,3836
BREAST FNA,1738
BREAST FNA EACH ADDITIONAL,725
BREAST INCISIONAL BX,3246
BRIDGE PONTIC PORC/CERAMIC,1010
BRIDGE PREP KIT,1193
BRONCH W/ALVEOLAR LAVAGE,2518
BRONCH W/BRUSHINGS,2518
BRONCHOSCOPY DIAG W CELL WASHINGS,3400
BRONCHOSCOPY STUD W/BIOPS,1772
BRONCHOSCOPY THERAPEUTIC INITIAL,3400
BRONCHOSCOPY THERAPEUTIC SUBSQNT,3400
BRONCHOSPAM PROVOC EVAL,975
BULLOUS PEMPHIGOID BP180 ANTIBODY,48.04
BULLOUS PEMPHIGOID BP230 ANTIBODY,48.04
BUNDLE OF H I S RECORDING,2566
BUPRENORPHINE  URINE,48.79
BX ABDOMINAL/RETRO PERC NDL/1,819.9
BX BREAST NDLE CORE WO IMAGE GUID,1770
BX CERVIX SING/MULTI/EXC LESION,3246
BX CULT (2 OF 2) GRAM STAIN,17.52
BX LIVER NEEDLE PERC,1277.12
BX LIVER NEEDLE PERC/1,1277.12
BX LIVER NEEDLE W/OTHR PRO,1076.12
BX PANCREAS PERC NDL,1076.12
BX SKIN EA ADD'L LESION,227
BX SKIN SING LESION SUBCU,258
BX SOFT TISSUE NECK/THORAX,2821.22
BX VULVA & PERIN SNGL LES,230
BX/CURETT OF CERV W SCOPE,943
BX/EXC LYMPH NODE OPEN SUPERFICL,3093
BYPASS GRAFT STENT ANY COMBO TX,27500
BYPASS GRAFT STENT COMBO TX ADDL,27500
BYPASS GRAFT/DES ANY COMBO TX LAD,34934
BYPASS GRAFT/DES ANY COMBO TX LCX,34934
BYPASS GRAFT/DES ANY COMBO TX LTM,34934
BYPASS GRAFT/DES ANY COMBO TX RCA,34934
BYPASS GRAFT/DES ANY COMBO TX RM,34934
BYPASS GRAFT/DES ANY TX ADDL LAD,34934
BYPASS GRAFT/DES ANY TX ADDL LCX,34934
BYPASS GRAFT/DES ANY TX ADDL LTM,34934
BYPASS GRAFT/DES ANY TX ADDL RCA,34934
BYPASS GRAFT/DES ANY TX ADDL RM,34934
C KIT MUTATION ANALYSIS,395
C REACTIVE PROTEIN,20.27
C TELOPEPTIDE SERUM,37.53
C1 ESTERASE INHIBITOR  FUNCTIONAL,42.54
C1 ESTERASE INHIBITOR PROTEIN,42.54
CA 15-3,81.57
CA 19-9,81.57
CA 27/29,81.57
CA125,81.57
CAESAREAN SECTION 1 NEONATE,7021
CAESAREAN SECTION 2 NEONATE,8775
CAESAREAN SECTION 3 NEONATE,10530
CAESAREAN SECTION 4 NEONATE,12285
CAFFEINE,48.79
CALCITONIN,104.34
CALCIUM IONIZED,53.3
CALCIUM SERUM TOTAL,5
CALCULI URINARY,48.9
CALCULUS INFRARED SPECTROSCOPY,79.6
CALORIC VSTBLR TEST W/REC 4 IRRIG,476
CALPROTECTIN,67.45
CALR MUTATION ANALYSIS,84
CALRETICULIN,375.4
CAM BOOT,158
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
CANALITH REPOSITION PX PER DAY,173
C-ANCA TITER WBC ANTBDY ID,28.78
CANCELED PX PRIOR TO PX ROOM,250
CANCELLED PROCEDURE,250
CANCELLED PROCEDURE PRIOR TO OR,250
CANCELLED PX PRIOR TO PX ROOM,250
CANDIDA 6 SPECIES PROFILE NAA,121.36
CANDIDA ALBICANS AB ID,20.63
CANDIDA ALBICANS AB ID/1,20.63
CANDIDA ALBICANS AB ID/2,20.63
CANDIDA DNA AMP PROBE,121.36
CANDIDA VAGINOSIS,121.36
CANDIDA VAGINOSIS,121.36
CAPD - ETC,2862
CAPD - IP,2862
CAPILLARY BLOOD COLLECTION,13
CAPILLARY BLOOD COLLECTION,13
CAPILLARY BLOOD TEST,13
CAPILLARY COLLECT CHARGE (ER),13
CAPILLARY COLLECTION,3
CARBAMAZEPINE FREE,38.03
CARBAMAZEPINE TOTAL,56.8
CARBOXYHEMOGLOBIN QNT,17.27
CARBOXYHEMOGLOBIN QUAL,38
CARD REHAB W/CONT EKG MONITOR/SES,168
CARD REHAB W/O EKG MONITOR/SES,135
CARDIAC BIOIMPEDANCE,110
CARDIAC BL POOL 1ST PASS,1654
CARDIAC BNP,118.68
CARDIAC MUGA SINGLE,1993
CARDIAC REHAB L-VAD PROGRAM,15
CARDIAC SHUNT DETECTION,2908
CARDIAC TROPONIN QUANT,30.03
CARDIO CRP,44.76
CARDIOLIPIN ABS (1OF3),43.71
CARDIOLIPIN(2OF3) IGM,43.71
CARDIOLIPIN(3OF3) IGA,43.71
CARDIOLITE,510
CARDIOLITE TC99M SESTAMI TO 40MCI,510
CARDIOLITE UP TP 40 MCI,510
CARDIOLOGY FAST TRACK RECOVERY,1000
CARDIOPULM RESUSCITATION,745
CARDIOVERSION ELECTIVE,1200
CARDIOVERSION EXTERNAL,1200
CARDIOVERSION INTERNAL,1200
CARDIOVERSION INTERNAL,1200
CARNITINES EVALUATION,58.3
CAROTENE,15.85
CAROTID IMAGING BILATERAL,1502
CAROTID IMAGING BILATERAL,1502
CARPAL TUNNEL FENESTRATION,1638
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY CURRENT STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY D/C STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CARRY GOAL STATUS,0.01
CAST RIGID TOT CONTCT LEG LT,825
CAST RIGID TOT CONTCT LEG RT,825
CAT ABDOMEN COMBINED/2,2360
CAT ABDOMEN W/O CONTRAST,1950
CAT ABDOMEN WITH CONTRAST/1,2110
CAT CERVICAL SPINE COMBIN,4238
CAT CERVICAL SPINE W/CONT,3827
CAT CERVICAL SPINE W/O CO,3292
CAT HEAD COMBINED,3233
CAT HEAD CT ANGIO,2373
CAT HEAD W/O CONTRAST,2101
CAT HEAD WITH CONTRAST,2796
CAT LOW EXT CT ANGIO LT,2373
CAT LOW EXT CT ANGIO RT,2373
CAT LOWER EXT COMBINE LT,4238
CAT LOWER EXT COMBINE RT,4238
CAT LOWER EXT W/CON LEFT,3834
CAT LOWER EXT W/CON RIGHT,3834
CAT LOWER EXT W/O CON LT,3538
CAT LOWER EXT W/O CON RT,3538
CAT LUMBAR SPINE COMBINED,4238
CAT LUMBAR SPINE W/CONTRA,3827
CAT LUMBAR SPINE W/O CONT,3341
CAT MAXILLOFACIAL COMBINE,4598
CAT MAXILLOFACIAL W/CONTR,4076
